Title,Ingredients,Steps,Loves,URL,Main_Ingredient
Sayur tempe mix tahu alaala kari,tempe dari  papan--tahu--keris pete--wortel ukuran sedang--santan--bumbu:--bawang merah--bawang putih--kunyit--jahe--kemiri--ketumbar--garam--gula--penyedap rasa saya pakai royco ayam--bumbu pelengkap:--laja--daun salam--daun jeruk--minyak untuk menumis bumbu--,"Tempe potong kotak, goreng--Tahu potong serong, goreng--Kupas pete jangan dibelah--Kupas wortel, cuci lalu potong dadu kecil--Siapkan bumbu, cuci lalu haluskan kecuali laja, daun salam dan daun jeruk. Laja geprek aja.--Tumis bumbu sampai layu, masukan geprekan laja, daun salam dan daun jeruk. Beri sedikit air supaya meresap--Masukan santan, biarkan sampai mendidih.--Masukan pete, wortel, tempe dan tahu.--Masukan gula, penyedap. Aduk2, tes rasa--Masak sekitar 10 menit.--",5,/id/resep/4367062-sayur-tempe-mix-tahu-alaala-kari,tempe
Tempe goreng segitiga,tempe  lalu  bentuk segitiga--tepung ayam--baking powder--bumbu halus--bawang merah--bawang putih--kemiri--iris daun bawang--kunyit bubuk--garam dan penyedap rasa--,"Campur bumbu halus dengan air, tepung terigu, tepung ayam, baking powder dan kunyit bubuk, aduk sampai rata--Beri secukupnya garam,penyedap rasa dan irisan daun bawang. Untuk adonan tidak terlalu encer yaa--Panas kan minyak, lalu goreng hingga berwarna kecoklatan--Sajikan dengan saus sambal😊--",6,/id/resep/4471845-tempe-goreng-segitiga,tempe
Tempe Goreng Tepung,tempe--terigu--ketumbar bubuk--garam--masako ayam--daun bawang--,"Potong - potong tempe dahulu dan daun bawang.--Siapkan adonan, masukan terigu, garam secukupnya, ketumbar bubuk secukupnya, dan masako. Beri air sedikit aduk rata. (kalo aku ga begitu kental adonannya jd aga cair dikit)--Siapkan minyak yang sudah panas dengan api kecil, masukan tempe keadonan, dan goreng tempe hingga matang (tdk terlalu gosong dan tdk terlalu setengah matang)--Tempe goreng tepung siap untuk cemilan atau dibuat lauk👌--",4,/id/resep/4472060-tempe-goreng-tepung,tempe
Tumis Tempe Jamur,"tempe,  dadu--jamur kuping, iris iris--jamur enoki--cabai rawit--cabai merah--tomat hijau--","Cincang bawang putih dan bawang merah, iris tipis2 cabai, sisihkan--Cuci bersih jamur, lalu potong2 sesuai selera, sisihkan--Potong dadu tempe, atau sesuai selera ya--Tumis bawang sampai harum, setelah itu masukkan cabai aduk2 hingga layu kemudian masukan tomat dan air secukupnya--Masukkan jamur dan tempe aduk hingga matang dan beri kecap secukupnya.--Tunggu hingga beberapa menit kemudian sajikan😊--",5,/id/resep/4460391-tumis-tempe-jamur,tempe
Nugget tempe,tempe--daun bawang--telur--bumbu halus :--ketumbar--merica--bawang putih--bawang merah--garam--penyedap rasa--kemiri--adonan menggoreng:--tepung roti--telur--,Kukus tempe sampai lunak lalu hancurkan--Haluskan bumbu halus--Campur bumbu halus dan telur ke adonan tempe yang sudah di hancurkan dan aduk hingga merata--Masukan adonan tempe ke plastik (sebaiknya pakai daun pisang) dan kukus - +30menit--Potong sesuai selera--Baluri dengan telur lalu tepung roti--Lalu goreng dan sajikan--,0,/id/resep/4471518-nugget-tempe,tempe
Tumis Kacang Panjang Tempe,kacang panjang--papan tempe ukuran sedang--tomat--gula--garam--minyak goreng--ikan teri--bumbu iris :--bawang bombay--bawang merah--bawang putih--cabe rawit--cabe merah kriting--,"Panaskan minyak lalu tumis bumbu iris sampai layu--Lalu masukkan kacang panjang aduk rata--Masukkan tempe,tomat,gula,dan garam. Cicipi sampai rasanya pas dan sesuai selera. Masak sampai matang dan bumbu meresap. Angkat lalu sajikan--",19,/id/resep/4471476-tumis-kacang-panjang-tempe,tempe
Tempe Selimut Simple,"tempe rp ,---daun bawang rp ,---tepung racik tempe goreng--tempung maizena--air--garam--","Bikin adonannya terlebih dahulu, siapkan air di mangkok. Lalu masukkan tepung maizena, tepung racik tempe goreng jd satu. Jgn begitu kental, jgn begitu lembek. Jgn lupa kasih garam.. Cicipi rasanya sdh pas atau blm--Kalau sudah tercampur, cuci daun bawang lalu potong kecil2 dan masukkan ke dalam campuran tepung td.--Potong tempe sesuai selera. Masukkan tempe ke dalam adonan bumbu td..--Goreng hingga warna sedikit ke coklatan--Selamat mencoba--",3,/id/resep/1878221-tempe-selimut-simple,tempe
Kering Tempe,papan tempe--bumbu :--bawang merah--bawang putih--jempol jahe--cabai rawit--cabai keriting--cabai merah besar--blok gula merah--,"Tempe potong korek api. Goreng sampai kering. Tiriskan--Haluskan bawang merah, bawang putih, cabai rawit, cabai keriting dan jahe. Iris serong cabai merah besar (buang bijinya). Tumis sampai harum--Sisir gula merah. Kemudian masukkan ke tumisan bumbu, aduk2 sampai gula merah hancur. Tambahkan garam, merica. Tumis lagi dan cek rasa--Masukkan tempe kering. Tambahkan 1 gelas air. Aduk2 dan biarkan air menyusut. Angkat dan siap dihidangkan--",3,/id/resep/4471279-kering-tempe,tempe
Tempe kecap pedas manis,kotak tempe ukuran kecil--bawang putih--bawang merah--cabe rawit  iris bulet--kemiri--jahe--garam--sepucuk  maizena--air--kecap--minyak--,"Haluskan kemiri, garam dan geprek jahe. Larutkam maizena ke dalam air. Iris tipis bawang merah dan bawang putih.--Goreng basah (sebentar saja) tempe. Lalu angkat.--Tumis bawang merah dan bawang putih sampe harum. Masukan cabe. Masukan tempe.--Masukan bumbu halus ke larutan maizena. Aduk. Masukan ke tumisan tempe. Aduk sampe rata.--Tambah kecap secukupnya, hingga warna rata menjadi kecoklatan.--Test rasa. Done--",5,/id/resep/4471114-tempe-kecap-pedas-manis,tempe
Sandwich Tempe Jeletot,papan tempe--bahan sambel :--cabe merah--cabe rawit--cabe rawit merah--kemiri--bawang merah--bawang putih--gula pasir--garam--penyedap rasa--minyak goreng--bahan celupan :--tepung terigu--tepung tapioka--lada--garam--bawang putih bubuk--,"Potong tempe memanjang, belah dibagian tengahnya. (Dipotongnya jangan sampai terputus bagian bawahnya ya bunda) (sisihkan)--Panaskan minyak sayur kedalam wajan, lalu goreng semua bahan sambal sampai harum, kemudian angkat--Haluskan semua bahan sambal, tambahkan minyak sayur panas sisa goreng tadi, tambahkan garam, gula dan penyedap rasa (optional) lalu sisihkan--Campur semua bahan celupan. Tuang air perlahan-lahan. Kekentalan adonannya dikira2 ya bunda, jangan terlalu ko ko ko mi koencer juga.--Ambil tempe yang sudah diiris, kemudian isi dengan bahan sambal yg sudah dihaluskan. Ulangi sampai selesai.--Panaskan minyak sayur.--Goreng adonan kedalam wajan--Cocok dijadikan lauk atau sebagai cemilan--Selamat mencoba--",5,/id/resep/4470318-sandwich-tempe-jeletot,tempe
Sambal Tempe Bosok,papan tempe semangit--bawang merah--bawang putih--sereh--kencur--jahe--cabe--garam--,"Potong2 tempe lalu kukus selama kurang lebih 30 menit.--Sambil tempe dikukus cuci bersih sereh, bawang, cabai, kencur, jahe.--Saat tempe matang, ulek tempe dan semua bumbu. Tambahkan garam.--Sambal tempe bosok siap dihidangkan. Paling cocok dinikmati dengan nasi kencur 😊😊 Selamat mencoba--",1,/id/resep/4469322-sambal-tempe-bosok,tempe
Orek tempe+kacang+teri simple,kacang tanah--tempe yg harga--ikan teri medan--bawang merah--bawang putih--cabe merah keriting--garam--minyak untuk menggoreng--,"Potong tempe sebesar korek api dan beri garam secukupnya. Iris bawang merah,cabe dan bawang putih.--Goreng tempe,kacang tanah dan ikan teri hingga garing--Goreng bawang merah dan putih terlebih dahulu,setelah setengah masak masukkan cabe merah dan goreng hingga garing--Setelah semua matang tinggal dicampur ya bunda--Difoto cuma kelihatan kacangnya krna tempe sama ikan teri ketutupan.--Selamat mencoba bunda moga suka.--",2,/id/resep/4469424-orek-tempekacangteri-simple,tempe
Oseng teri tempe cabe hijau,papan tempe--papan pete--cabe hijau besar--bawang putih--cabe merah--cabe rawit hijau--bulat bawang bombay--kacang kapri--teri asin yang sudah dicuci dan digoreng garing--minyak goreng--garam--gula 1--air untuk menumis--bumbu penyedap ayam--kecap manis   atau--lada--,"Tempe dipotong dadu kecil2 lalu digoreng hingga berubah warna kecoklatan. Angkat Lalu sisihkan di piring lain.--Goreng teri hingga garing. Hati2 jangan sampai gosong ya. Kalau sudah garing lalu angkat dan sisihkan ke piring yang lain juga.--Gunakan minyak goreng yang baru untuk menumis bawang bombay dan bawang putih--Jika bawang sudah agak kecoklatan warnanya,masukan cabe hijau,rawit hijau dan cabe merah..tumis hingga semua berbau wangi. Setelah itu masukan pete, kacang kapri. Tumis hingga agak layu sedikit tapi jangan terlalu layu..agar sayurnya masih terasa ada garing2nya jika dimakan.--Jika sudah agak layu lalu masukan tempe nya. Masukan garam,gula pasir,lada dan kecap manis. Tumis hingga bumbu rata. Lalu tambahkan sedikit air biar tidak terlalu kering tumisanya. Lalu masak dan diamkan sekitar 2 menit supaya airnya agak surut sedikit.--Terakhir masukan ikan terinya. Teri dimasukan terakhir agak ikan teri yg sudah digoreng garing tidak akan jadi melempem.--Sajikan bersama keluarga. Selamat menikmati :)--",0,/id/resep/4469231-oseng-teri-tempe-cabe-hijau,tempe
Tempe & Tahu Bacem,tempe  papan--tahu putih--air--daun salam--kecap manis--gula merah sisir--garam--merica--bumbu halus:--bawang merah--bawang putih--ketumbar--minyak goreng--,"Panaskan panci/wajan di atas kompor, masukan bahan2 dan bumbu halus. Masak sampai bumbu meresap dan surut. Aduk perlahan.--Setelah bumbu meresap, angkat--Panaskan minyak goreng, goreng tempe & tahu bacem sampai kecoklatan--Angkat dan sajikan--",5,/id/resep/4469264-tempe-tahu-bacem,tempe
Tumis oseng2 tempe,"papan tempe pot. dadu--kacan tanah--i  teri--bwg merah--bwg putih--cabe giling tuk pewarnanya--cabe merah keriting--cabe rawit--daun jeruk--kecap--gula,garam--jeruk nipis--","Goreng tempe,teri dan kacang tanah--Iris bwg merah,bwg putih,dan cabe-cabean. Cabenya sesuai selera ya bun--Tumis dgn secukup minyak bumbunya yg diiris tadi,tambahkan daun jeruk dan cabe giling sampe layu--Kemudian tambahkn kecap,airjeruk nipis,gula dan garam sesuai selera.. Tes rasa--Jika sudah pas,masukan tempe,teri dan kacang yg sudah digoreng tadi..aduk2,jadi deh..😍 ada pedas manisnya gitu😋--",1,/id/resep/4469034-tumis-oseng2-tempe,tempe
Orek tempe pedas manis,"papan tempe,  kotak2--tahu kuning,  kotak2--minyak u. menumis--gula merah, iris2--garam--bumbu penyedap--bumbu halus :--bawang merah--bawang putih--cabe merah uk. besar--","Goreng tempe dan tahu hingga berwarna kecoklatan lalu angkat dan sisihkan--Tumis bumbu halus hingga harum lalu masukan gula merah yg diiris tadi aduk hingga merata lalu masukan garam--Terakhir masukan tempe dan tahu tadi aduk hingga merata dan sedikit menyusut, jangan lupa koreksi rasa lalu angkat--",7,/id/resep/4468903-orek-tempe-pedas-manis,tempe
Tempe goreng sederhana,papan tempe--tepung terigu--daun bawang--garam--air--minyak goreng--,"Potong tempe sesuai selera, iris daun bawang. Sisihkan.--Siapkan tepung terigu di wadah lalu masukan garam dan daun bawang, beri air sedikit demi sedikit (jgn terlalu encer) Test rasa.--Masukan tempe satu persatu lalu aduk pelan.--Tuangkan minyak ke wajan lalu goreng tempe sampai warna kecoklatan. Tiriskan.--Tempe goreng siap disantap😍--",7,/id/resep/4468751-tempe-goreng-sederhana,tempe
Jangan Ndeso Alakadarnya a.k.a Sayur Tempe Gunungkidul,"papan tempe, goreng setengah kering--tahu putih, goreng--kacang panjang--bumbu:--sedang bawang putih, geprek iris2--bawang merah, iris2--lengkuas--daun salam--cabe keriting hijau, iris serong tipis2--cabe rawit merah--santan kara--garam--merica--air--minyak goreng, utk menumis--","Tumis duo bawang, duo cabe, daun salam sampai wangi. Tambahkan lengkuas. Tumis sebentar.--Masukkan santan. Aduk sebentar. Tambahkan air seauai selera.--Masukkan tempe, tahu yang sudah digoreng. Kemudian kacang panjang.--Tambahkan garam dan merica. Aduk sampai santan dan bumbu meresap. Koreksi rasa.--Jangan Ndeso siap disantap😋--Hati hati, bisa nambah berpiring2😂--",0,/id/resep/4467260-jangan-ndeso-alakadarnya-aka-sayur-tempe-gunungkidul,tempe
Jangan Tempe Tahu,tahu  menyerong--tempe  kotak--pete--udang papay--santan--garam--gula--penyedap--minyak goreng untuk tempe tahu--bumbu halus--bawang merah--bawang putih--cabe--kunyit--jahe--ketumbar--kemiri--terasi--pelengkap--daun salam--daun jeruk--lengkuas--,Goreng tempe dan tahu setengah matang--Ulek bumbu halus--Tumis bumbu halus masukan udang papay dan pete jangan lupa masukan daun salam daun jeruk dan lengkuas yang sudah di geprek--Tambahkan air tinggu hingga meresap--Jika bumbu sudah meresap masukan tambahan air--Masukan gula garam dan penyedap--Masukan santan--Masukan tempe dan tahu--Koreksi rasa jika sudah pas tinggal tunggu mendidih ya--Angkat dan sajikan--,4,/id/resep/4467838-jangan-tempe-tahu,tempe
Tumis Toge Tempe Kecap,papan tempe--tauge--bawang merah--bawang putih--cabe rawit/--kecap--merica--,"Cuci bersih tauge, buang buntutnya, sisihkan--Potong tempe sesuai selera lalu goreng, tiriskan--Geprek bawang putih iris, iris jg bawang merah dan cabe--Tumis bumbu sampe harum, masukkan tempe lalu kecap jika kecap dirasa sudah meresap masukkan tauge--Masukkan garam, gula sesuai selera, tes rasa. sajikan 🤗--",2,/id/resep/4467615-tumis-toge-tempe-kecap,tempe
Tempe mendoan,tempe kotak--daun bawang--bawang putih--bawang merah--kemiri--ketumbar--kunyit--garam--tepung terigu--tepung tapioka--tepung beras--,"Haluskan smua bumbu, masukkan ke wadah--Tambahkan smua tepung, kasih air secukupnya--Masukkan tempe yg sudah di potong tipis2 dan masukkan daun bawang yg sudah di iris2.--Goreng dengan minyak panas, api sedang. Goreng sesuai selera tingkat kematangannya--Tempe mendoan siap disajikan. Akan lebih nyummi ditambahkan sambal kecap--",2,/id/resep/4467460-tempe-mendoan,tempe
Ayam Dan Tempe Goreng Serundeng,dada ayam--kelapa parut--tempe--bawang putih--kunyit--garam--penyedap royco--daun salam--sereh--air masak--,"Setelah ayam dicuci bersih, didihkan air. Masukkan ayam, lalu tiriskan--Didihkan air kembali, setelah air sudah mendidih masukkan bumbu yang sudah di haluskan, daun salam, sereh.--Jika sudah tercium wangi, masukkan ayam aduk rata. Tunggu sampai 10-15 menit. Lalu masukkan tempe.--Setelah agak berkurang airnya, masukkan kelapa lalu aduk hingga rata sampai air mengering. Angkat dan sajikan.--Goreng dengan api sedang, nikmati dengan sambal tomat yang pedas. Resep bisa di lihat di upload resep sebelumnya.--Selamat mencoba Moms!--",1,/id/resep/4467442-ayam-dan-tempe-goreng-serundeng,tempe
Tempe isi Sambel,kotak tempe--tepung terigu--bumbu harus untuk pelapis tempe--garam dan   bawang--cabe rawit--bawang putih--bawang merah--daun jeruk--garam--,"Iris tempe menjadi 10 bagian kotak belah sedikit tengahnya untuk memasukkan isi sambelnya. Taruh di wadah lalu bumbui dengan garam dan bawang yang sudah di haluskan.--Iris semua bumbu sambal(karna gag suka ngulek bun).. tempatkan jadi 1 diwadah setelah selesai teriiris aduk rata kasih sedikit garam.--Masukkan isi sambal kedalam belahan tempe tadi.--Masukkan kedalam adonan tepung terigu yang sudah di bumbui garam dan bawang yang telah dihaluskan.--Panaskan wajah yang sudah terisi minyak,,goreng hingga kekuningan. Angkat tiriskan.--Tempe isi siap di hidang kan,,bisa untuk lauk pauk ataupun sekedar di Cemil.. bagi yang suka pedes banget bisa di cocol sama saos pedes.. yummy 😋😋--",3,/id/resep/4467027-tempe-isi-sambel,tempe
Tumis Udang tempe kacang panjang,"tempe,  kecil2--ekor udang, buang kulit dan kepala lalu cuci bersih--kacang panjang, 2--bawang putih, iris--bawang bombay, iris--bawang pring,--cabe rawit, iris--saus tiram--kecap manis--saos tomat--garam dan gula--minyak untuk menggoreng--","Panaskan minyak di atas wajan--Goreng tempe, angkat--Masukkan bawang putih dan bawang bombay. Tumis hingga harum--Masukkan cabe rawit dan daun bawang--Masukkan udang, aduk hingga berubah warna. Lalu masukkan tempe yg sudah digoreng--Tambahkan saus tiram, saus tomat, kecap manis, sefikit garam dan gula. Aduk sebentar hingga bumbu merata. Tes rasa...--Angkat dan sajikan dg nasi hangat. Mantaaappp--",0,/id/resep/4466731-tumis-udang-tempe-kacang-panjang,tempe
Cireng isi tempe renyah,tepung tapioka--mucung garam--bawang putih--sec air mendidih--sec daun bawang--isian--uk sedang tempe--bawang putih--bawang merah--cabe rawit--gula pasir--garam--,"Isian : Potong dadu tempe, goreng setengah matang. Angkat tiriskan--Goreng bawang dan cabe setengah matang. Angkat dan tiriskan--Siapkan cobek, haluskan tempe, bawang dan cabe, masukan gula garam. Cicipi. Jika kurang pedas tambahkan cabe rawit. Karna jika sudah di goreng rasanya akan berkurang--Adonan cireng : Siapkan wadah besar. Masukan tepung tapioka, garam, bawang putih halus, aduk. Lalu masukan air mendidih sedikit demi sedikit. Aduk. Jangan sampe kalis. Tp masih menggumpal--Tambahan irisan daun bawang, aduk--Ambil 1 sendok adonan, pipihkan lalu masukan 1/2 sdm Isian tempe. Jika lengket di tangan taburkan tepung tapioka / terigu. Lipat menjadi setengah lingkaran. Saya suka Isian yg banyak. Lakukan sampai adonan habis--Pada saat akan menyimpan agar tidak menempel satu sama lain. Taburkan tepung tapioka / terigu--Goreng sampai matang/kecoklatan. Sisanya bisa disimpan di kulkas--Ga pake cocol an saus jg enak--",1,/id/resep/4466624-cireng-isi-tempe-renyah,tempe
