Title,Ingredients,Steps,Loves,URL,Main_Ingredient
Gurame tahu tauco,ekor gurame--tahu kotak--jeruk nipis--bawang bombay--bawang putih--jari jahe--cabe hijau besar buang--cabe merah besar--tauco--kecap asin--kecap manis--saos tiram--minyak wijen--angciu--,Balurin gurame dgn jeruk nipis goreng--Goreng tahu kotak 2--Tumis bawang 2 ngan masukkan tauco--Masukkan kecap dll--Tambahkan sedikit air--Siap disajikan test rasa kurang asin tambah garam ya kl tauconya asin gak usah pake garam lg--,4,/id/resep/4472819-gurame-tahu-tauco,ikan
Ikan Patin,"ikan patin--jeruk nipis--tomat uk. sedang--cabai hijau keriting--cabai rawit/cengek--serai--lengkuas--bumbu-bumbu dihaluskan--bawang merah--bawang putih--kemiri--kunyit bubuk--cabai merah besar--nb: jika hoby pedas, tambahkan cabai  masing-masing--","Cuci bersih dan lumuri ikan dengan garam, perasan jeruk nipis selama 15 menit.--Potong dan iris-iris tomat, cabai merah kecil, cabai rawit hijau dan lengkuas (geprek).--Haluskan bumbu - bumbu seperti bawang merah, bawang putih, kemiri, kunyit, cabai merah besar.--Tumis bumbu-bumbu halus serta cabai, serai, lengkuas dan tomat.--Kemudian masukkan ikan patin. Aduk-aduk rata dan masukkan air 250 ml. Aduk2 tercampur smw dan diamkan hingga air menyusut (bumbu-bumbu meresap). Masukkan garam, test rasa.--Angkat dan Sajikan...😄--",4,/id/resep/4467693-ikan-patin,ikan
2. Gulai Ikan Kakap Merah khas Padang,"ekor ikan kakap merah ukuran agak besar,--papan tempe--bumbu halus :--bawang merah--bawang putih--jahe--kunyit--bahan tambahan :--cabe giling halus--daun kunyit--daun jeruk--sereh--daun salam--asam kandis--daun ruku ruku--rawit merah--santan kara--air--","Tumis bumbu halus, cabe giling halus, daun kunyit, daun jeruk, daun salam, sereh dan asam kandis.--Masukkan santan cair (santan kara sebagian besar cairkan dengan air 500 ml sisanya di masukkan terakhir), daun ruku ruku dan cabe rawit.--Masukkan ikan, tempe, tunggu hingga mendidih kurang lebih 15 menit dengan api kecil.--Masukkan sisa santan kara yang masih kental, aduk2 sampai mendidih kembali.--Matikan api dan siap di sajikan.--",5,/id/resep/4472347-2-gulai-ikan-kakap-merah-khas-padang,ikan
Gurame crispy asam manis ala amih fatih,bumbu ikan :--ekor ikan gurame fillet--jeruk nipis--lada bubuk--garam--bawang putih--pack tepung serbaguna pedas--telur kocok lepas--saus :--bawang bombay iris--bawang putih iris--wortel--saus tiram--saus tomat--saus sambal--gula--garam--lada--air--,"Cuci bersih ikan gurame filletnya--Campurkan sampai merata ikan dengan perasan jeruk nipis, bawang putih, garam, lada--Diamkan 15-20 menit--Siapkan mangkok berisi telur yg sudah di kocok--Siapkan tepung serbaguna--Bila ikan sudah meresap, ambil ikan tersebut celupkan ke dalam telur lalu baluri dengan tepung serbaguna.--Panaskan minyak untuk menggoreng. Masukan ikan yg sudah dilumuri tepung, goreng dengan api sedang sampai warna berubah kecoklatan--Angkat dan sisihkan dulu--Selanjutnya panaskan minyak untuk menumis.--Masukkan bawang putih, bawang bombay. Masak hingga harum--Lalu masukkan saus tiram, saus tomat, saus sambal, air secukupnya. Aduk hingga rata--Masukkan gula, garam, lada, tes rasanya apakah sudah sesuai.--Masukkan wortel hingga matang.--Aduk terus supaya tidak gosong--Bila sudah matang angkat dan taruh di mangkok.--Sajikan ikan dengan dicocol saus asam manisnya atau disiram di atas ikannya--",7,/id/resep/4472654-gurame-crispy-asam-manis-ala-amih-fatih,ikan
Balado Tongkol & Tahu,ikan tongkol sedang--tahu ukuran lecil--daun jeruk--gula & garam--bumbu halus :--bawang merah--bawang putih--cabe merah--cabe rawit--tomat--gula merah ukuran sedang--,"Bersihkan tongkol yang sudah di iris. Goreng sampai matang.--Potong dadu tahu (ukuran kecil), goreng hingga kering.--Tumis bumbu yang sudah dihaluskan hingga wangi, masukkan daun jeruk, gula dan garam. Masukan air secukupnya.--Masukkan tongkol & tahu yang sudah digoreng. diamkan hingga mendidih & bumbu meresap.--Sajikan dan siap dihidangkan. 😉--",1,/id/resep/4472474-balado-tongkol-tahu,ikan
Balado Ikan Sarden,ekor ikan sarden--jeruk nipis--garam--bumbu balado--cabe keriting--bawang merah--tomat--garam + gula + penyedap rasa--,"Bersihkan ikan lalu lumuri dengan jeruk nipis dan garam dan biarkan 5 menit sampai garam meresap--Goreng ikan sampai garing.lalu tiriskan--Untuk membuat bumbu balado. Haluskan semua bumbu lalu tumis sampai masak dan keluar minyak.--Masukan garam gula dan penyedap rasa lalu koreksi rasa--Masukan ikan goreng tadi ke dalam bumbu balado, aduk sebentar lalu tiriskan.--Dan jadi ikan sarden balado--",1,/id/resep/4472671-balado-ikan-sarden,ikan
Ikan Nila (saos pedas asam manis),ekor ikan nila ukuran jumbo--selada--buncis--kentang--wortel--bahan saos :--bawang bombay ukuran kecil--bawang putih--saos sambal--saos tomat--saos tiram--garam--lada/merica bubuk--minyak goreng--air--,"Panas kan minyak goreng--Masukkan ikan nila sampai terendam seluruhnya--Goreng sampai kecoklatan dan matang--Angkat dan tiriskan--Rebus kentang wortel dan buncis dengan 3 gelas air dan 1/2 sdt garam--Angkat dan tiriskan rebusannya--Cara membuat saos :--Geprek dan cincang bawang putih, iris bawang bombay--Tumis bawang putih dan bawang bombay dengan sedikit minyak sampai harum--Masukkan saos tomat, saos sambal, dan saos tiram--Masukkan segelas air--Masukkan 1/2 sdt garam dan lada/merica bubuk--Masak hingga mendidih--Tata ikan dalam piring sesuai selera, letakkan ikan nila yg sudah di goreng dan siram dengan saos pedas asam manis--Selesai--",1,/id/resep/4472502-ikan-nila-saos-pedas-asam-manis,ikan
Sarden kangkung 😘,kaleng ikan sarden--gengam kangkunng--bawangputih--bwng mrah--cabe rawit--btng daun bwang--btng sereh--jahe--ar daun jeruk--garam--royco--gula--kecap--air--minyak untuk menumis bumbu--kaleng ikan sarden--gengam kangkunng--bawangputih--bwng mrah--cabe rawit--btng daun bwang--btng sereh--jahe--ar daun jeruk--garam--royco--gula--kecap--air--minyak untuk menumis bumbu--,"Tumis semua bumbu sampai harum, masukan ikan sarden, tambahkan air, lalu royco,gula,garam,dan kecap, setelah men ddih, masukan kangkunh, masak sampai kangkung matang, tes rasa lalau angkat dan sajikan--Nikmat d makan dengan nasi hangat--Nikmat d makan dengan nasi hangat--",2,/id/resep/4472300-sarden-kangkung-%F0%9F%98%98,ikan
Bandeng presto,"bandeng,bersihkan--bumbu halus :--kunyit--bawang merah--bawang putih--jahe--ketumbar--garam--bumbu cemplung--lengkuas--daun salam--serai--daun jeruk--air--kocokan telur--","Susun bandeng dalam panci presto.tambahkan bumbu halus dan bumbu cemplung.tambah kan air secukupnya sampai smua ikan terendam.--Masak selama 1,5 jam.dinginkan.potong2 dan goreng dengan balutan telur--",4,/id/resep/4472365-bandeng-presto,ikan
1. Pesmol Ikan Kerapu,ekor ikan kerapu--bumbu halus :--bawang merah--bawang putih--jahe--kunyit--kemiri--bumbu pelengkap :--daun jeruk--daun salam--sereh--lengkuas--cabe rawit--tomat kecil--wortel kecil--daun bawang--jeruk nipis--air--garam--gula--,"Bersihkan ikan kerapu, beri garam, goreng kering--Tumis bumbu halus, daun jeruk, daun salam, sereh dan lengkuas sampai harum.--Masukkan wortel dan cabe rawit masak sampai wortel dan cabe agak lunak.--Masukkan air, air jeruk nipis, garam dan gula. Masak sampai mendidih.--Masukkan ikan yang sudah di goreng.--Masak sampai air agak menyusut, masukkan tomat dan daun bawang. Masak sebentar.
Angkat dan sajikan 😉--",3,/id/resep/4472263-1-pesmol-ikan-kerapu,ikan
Mujair bumbu pepes,mujair uk sedang--bawang merah--bawang putih--jahe--kemiri--kunyit halus--cabe rawit--daun kunyit sobek sobek--tomat  kecil kecil--,"Haluskan semua bumbu kecuali kunyit dan daun kunyit,--Tumis semua bumbu dengan 4 sdm minyak beri air sedikit aduk,biarkan bumbu sampai matang,--Bila bumbu sudah matang, masukkan ikan yg sudah dibersihkan,aduk sampai ikan terbalut bumbu, diamkan sesaat, beri tomat dan air 1 gls masak ikan sampai matang dan kuah mengering dengan membalik 1x, tutup,koreksi rasa, sajikan mujair bumbu pepes hangat ataupun dingin--Met mencoba yaa--",1,/id/resep/4472221-mujair-bumbu-pepes,ikan
Ikan dencis bumbu sarden pedas nyemek-nyemek,ekor ikan dencis sebesar setengah telapak tangan yg digoreng--telur puyuh yg sudah di rebus--terong ungu  di goreng layu--bumbu halus :--cabe merah--cabe rawit--kemiri--tomat merah--bawang putih--bawang merah--merica putih--bumbu yg di iris-iris :--tomat merah--cabe rawit belah dua--cabe merah besar--bawang bombay--daun jeruk koyak jadi dua--minyak untuk menumis--air--garam--gula diabetasol setengah--saus cabe--penyedap--,"Haluskan semua bumbu halus, sehalus-halusnya. Tumis hingga benar-benar tanak.--Masukkan ikan dan terong yg sudah di goreng. Telur belakangan yaaa!--Masukkan bumbu yg diiris, gula, garam, saus, penyedap.--Masukkan air serta daun jeruk.--Ketika hampir tanak masukkan telur.--Setelah tanak, angkat dan sajikan 😊☺️----",2,/id/resep/4471955-ikan-dencis-bumbu-sarden-pedas-nyemek-nyemek,ikan
Sambal ikan Lele,ikan lele--cabe merah keriting--cabe rawit--tomat ukuran sedang--bw.merah--bw.putih--kemiri--jahe--terasi bakar--bauh jeruk sambal kecil--gula merah--garam--pucuk daun kemangi--,"Cuci bersih ikan lele (tips biar lele gak licin waktu mencuci tambahkan sedikit air panas dan air utk mencuci agar lendir berkurang) potong mjd beberapa bagian.--Balut ikan dengan bumbu racik ikan goreng beri sedikit perasan jeruk nipis. (Klo gaada bisa pake lada&garam)--Rebus cabai dan tomat hingga layu(agar mudah di haluskan). Sembari menunggu haluskan bw.merah,bw putih,kemiri,jahe,trasi bakar dan gula merah. Lalu haluskan bersama cabai dan tomat yg sudah di rebus. Beri irisan jeruk sambal.--Goreng lele sampai kering. Lalu tiriskan--Tumis sambal/bumbu yg sudah di haluskan sampai harum dan matang (lebih enak pakai minyak bekas menggoreng ikan lele) beri sedikit garam, Masukan kemangi dan lele yg sudah di goreng.--Tes rasa dan sajikan.--",5,/id/resep/4471791-sambal-ikan-lele,ikan
Ikan cucut sambal pedas pake pete,"ikan cucut ukuran sedang--pete--bawang merah--bawang putih--tomat--daun salam--cabe keriting--cabet rawit--garam, penyedap & gula putih--","Rendam dahulu ikan cucut kurang lebih sampe 15 menit agar tidak terlalu asin bila d masak--Goreng ikan cucut smpe setengah mateng--Ulek cabe keriting,cabe rawit,bawang merah,bawang putih, dan tomat sampe halus--Tumis bumbu tersebut hingga harum--Lalu campurkan garam penyedap gula salam dan pete,bisa d tambah kan air secukup nya--Masukan ikan cucut sampe bumbu nya meresap--Lalu hidangkan--",5,/id/resep/4471645-ikan-cucut-sambal-pedas-pake-pete,ikan
Nila Goreng Sambal Matah,fillet nila--jeruk lemon--bumbu kuning halus--ketumbar--merica--garam--daun jeruk--cabe rawit merah--cabe rawit hijau--bawang merah--minyak--bahan membuat bumbu kuning halus:--siuang bawang merah--bawang putih--kunyit--,"Siapkan nila fillet (bisa diganti dengan dori/gurame), lumuri dengan perasan jeruk lemon minimal 15 menit.--Lumuri dengan bumbu kuning halus, ketumbar bubuk, merica dan garam. Bila tidak ada bumbu kuning siap pakai, bisa membuat dari bawang merah 3, bawang putih 2, kunyit 1 lalu diblender. Diamkan selama 15-30 menit.--Goreng ikan hingga matang lalu sisihkan.--Iris daun jeruk, serai, cabe rawit merah, cabe rawit hijau, bawang merah. Lalu siram menggunakan minyak panas, aduk dgn sedikit ditekan. Lalu tuang ke atas ikan. Siap disajikan.--",7,/id/resep/4471725-nila-goreng-sambal-matah,ikan
Salmon (tetelan) Teriyaki,tetelan salmon mentah--bagian jeruk lemon--jahe--jamur kuping--baby corn--bagian paprika hijau--cabe rawit--kecap manis--saus tiram saori--saus teriyaki saori--bawang bombay kecil--bawang putih--bawang merah--garam--lada putih--lada hitam--air--lengkuas--minyak goreng--,"Panaskan 500 ml air. Masukkan air perasan jeruk lemon, buah lemon pasca diperas & 1/2 ruas jahe. Biarkan sampai mendidih.--Masukkan tetelan salmon, rebus hingga matang & bau amis menghilang (sekitar 20-25 menit dengan api sedang). Tambahkan 1 sdt garam & 1 sdt lada putih.--Matikan kompor, tiriskan salmon yang sudah matang.--Panaskan minyak goreng dengan api sedang. Tumislah bumbu (bawang putih, bawang merah, bawang bombay) hingga berbau harum. Masukkan paprika hijau & cabe rawit, tumis hingga baunya menyatu.--Tambahkan kecap manis,saus teriyaki & saus tiram. Masukkan tetelan salmon matang, tumis bersama bumbu hingga berubah warna kecoklatan (tanda sudah menyatu dengan bumbu).--Masukkan irisan jamur kuping & baby corn, tumis hingga jamur layu & baby corn menyatu dengan bumbu. Tambahkan 250 ml air, tunggu sampai jamur & baby corn matang.--Kecilkan api ketika air sudah makin surut, masukkan 1,5 ruas jahe & 1 ruas lengkuas. Tambahkan 1 sdt garam, 1 sdt lada putih & 1/4 sdt lada hitam.--Matikan api & pindahkaan masakan dari teflon ke piring saji. Tetelan salmon teriyaki siap disajikan bersama nasi merah hangat.--",6,/id/resep/4471381-salmon-tetelan-teriyaki,ikan
Dadar telor ikan tongkol,ikan tongkol--telor--daun bawang--garam--,"Goreng ikan tongkol setengah matang lalu suwir²--Potong² bawang daun lalu campur semua kocok jadi satu dalam wadah--Goreng sesendok² klo dah kuning keemasan angkat lalu tiriskan, soap disajikan sebagai lauk sayur asem cucok banget--Bisa jg langsung digoreng jadi satu pas nanti dipotong² sesuai selera, selamat mencoba moms 😊--",2,/id/resep/4471290-dadar-telor-ikan-tongkol,ikan
31. Lele Goreng Krenyes No Amis,lele sayat sisinya--jeruk nipis--minyak goreng  untuk menggoreng lele--bumbu halus--bawang putih--bawang merah--kunyit--ketumbar bubuk--garam--,"Bersihkan lele dan buang isinya, lalu Haluskan bumbu yg ada lalu tambahkan sedikit air--Masukkan lele kedalam bumbu lalu tambahkan perasan air jeruk nipis k seluruh bagian lele--Diamkan lele -+30 menit--Panaskan minyak di penggirengan lalu goreng lele hingga bener2 kering--Angkat lele lalu tiriskab--Siap dihidangkan--",5,/id/resep/4471282-31-lele-goreng-krenyes-no-amis,ikan
Pindang patin,ikan patin--cabe rawit merah--cabe merah keriting--baput--bamer--lada--kemiri--cengkeh--trasi--daun salam--daun jeruk--serai--tomat--asam jawa--jahe--lengkuas--kemangi--daun bawang--kecap manis--gula merah--garam--penyedap rasa--gula putih--,"Bersihkan ikan patin,potong"" sesuai selera.sisihkan--Haluskan baput,lada,kemiri,cengkeh,trasi.--Potong"" cabe rawit,cabe merah,tomat,daun bawang,jahe,bamer.serai dan lengkuas digeprek--Tumis bamer sampai harum.kemudian masukan bumbu yg sudah dihaluskan.tumis sampai harum,masukan serai,lengkuas,cabai,daun salam,daun jeruk,kecap,asam jawa,aduk rata--Masukan ikan patin,garam,penyedap rasa,gula merah n putih,aduk rata.--Tambahkan air sesuai selera.masak kira"" 15 menit--Setelah 15 menit dan dirasa sdh matang masukan daun bawang,tomat & kemangi.aduk rata--Koreksi rasa,angkat & sajikan--",2,/id/resep/4469387-pindang-patin,ikan
Pepes Aceh ikan tongkol,"anak ikan tongkol--serai, rajang halus--cabe rawit utuh utk taburan--daun temurui--belimbing wuluh,  serong--daun jeruk, rajang--mkn bawang goreng--bumbu ygdihaluskan--cabe rawit--kunyit--asam sunti--bawang merah--bawang putih--jinten--penyedap--","Cuci bersih ikan,kucuri dgn jeruk nipis dan garam--Haluskan bumbu, lalu tumis bumbu hingga harum beri sedikit garam, gula dan penyedap--Campur bumbu yg sdh ditumis td ke dlm ikan, aduk rata--Tambahkan, rajangan sereh, belimbingwuluh, cabe rawit,daun temurui dan bawang goreng, aduk hingga bumbu merata--Bungkus dgn daun pisang ikan yg sdh dibumbui td, lalu kukus hingga matang.--Terakhir panggang pepes di teflon sebentar sambil dibolak balik, Angkat dan sajikan--",4,/id/resep/4460348-pepes-aceh-ikan-tongkol,ikan
Tuna Tepung Siram Saus,ikan tuna--bawang bombai--tepung sebaguna--daun salam--saus tomat--saus sambal--bawang merah--bawang putih--cabai keriting--lada bubuk--penyedap makanan--garam--gula--air--,"Potong ikan seperti dadu, baluri tepung yang sudah di beri air sedikit--Goreng tuna Tepung hingga matang--Iris duo bawang dan cabai serta iris kasar bawang bombai--Tumis bumbu iris sampai harum, masukkan saus tomat, saus cabe, lada bubuk, iris an bawang bombai garam, gula, penyedap, dan air. Biarkan sampai mendidik lalu masukkan Tina tepung yang sudah di goreng. Diamkan sebentar dan siap di hidangan :)--",6,/id/resep/4468552-tuna-tepung-siram-saus,ikan
Ikan Dencis Bumbu Kuning Cabe Rawit,"ikan dencis--daun prei--garam--bumbu halus--bawang merah--bawang putih--kemiri--kunyit seujung--jahe  saja--iris  bumbu--cabe rawit--tomat setengah ,  dadu--","Ikan di bersihkan, di siangi. Lalu cuci bersih--Panaskan minyak (sampai benar-benar panas). Goreng ikan dengan deep fry agar tidak lengket di penggorengan.--Blender bumbu halus (bawang putih, bawang merah, kemiri, jahe)--Cabe rawit di iris belah dua dan tomat di potong dadu--Tumis bumbu halus sampai matang dan harum.--Setelah matang dan harum, masukkan cabe rawit dan tomat.--Jangan tambahkan garam dan gula.--Tambahkan sedikit air, cek rasa apakah garam dan gula sudah pas.--Masukkan ikan dencis yang telah goreng. Ratakan dengan bumbu. Tambahkan irisan daun prei.--Ikan dencis bumbu kuning cabe hijau siap di hidangkan..--",3,/id/resep/4465770-ikan-dencis-bumbu-kuning-cabe-rawit,ikan
Bandeng Keropok,bandeng ukuran sedang--bumbu halus:--ketumbar--bw putih--garam--air--minyak--sambal:--cabe rawit--bw putih--terasi--iris jeruk nipis--kecap manis--cabe rawit iris halus--,"Bersihkan bandeng, dikerat agak banyak kemudian dibalur dengan bumbu halus yg sdh dicampur air, diamkan 10 mnt spy bumbu meresap.--Setelah bumbu meresap,goreng jng terlalu kering. Sisihkan--Utk sambal, haluskan cabe, bw putih&terasi--Campur sambal dengan kecap manis, tambah perasan jeruk nipis&cabe iris.aduk rata.--Penyajian: tambahkan sambal diatas bandeng goreng ketika akan dihidangkan. Selamat mencoba.--",8,/id/resep/4466390-bandeng-keropok,ikan
Nila goreng sambal matah,"ekor ikan nila, ukuran sedang--bawang putih--kunyit--ketumbar halus--garam--minyak untuk menggoreng--sambal matah:--bawang merah--cabe rawit apa aja--jeruk nipis--royco--minyak goreng panas--","Cuci bersih ikan.--Uleg bawang putih dan kunyit, lalu lumuri ikan dgn bawang putih dan kunyit yg sudah halus tdi, tambah ketumbar dan garam secukupnya, diamkan slama 30 menit agar meresap k ikan.--Setelah 30 menit lalu goreng ikan.--Menunggu ikan matang kita bikin sambal matahnya, iris tipis bwang merah dan cabe rawit piringkan,--Iris dua bagian jeruk nipis, (klo yg doyan asem sih boleh satu biji jeruk nipis'a), lalu peras k dlam irisan bawang dan cabe tdi, masukan royco dan tuangkan mnyak goreng yg panas, atau yg sedang d pakai menggoreng ikan, kira""3/4 sendok makan, lalu tekan"" cabe dan bawangnya.--Ikan goreng sambal matah siap d sajikan.😉--",1,/id/resep/4468684-nila-goreng-sambal-matah,ikan
Sop Ikan Patin,ikan patin--bawang merah--bawang putih--lada--jahe--kunyit--lengkuas--salam sereh--daun jeruk--daun bawang--daun sledri--tomat--wortel--garam--gulpas--bubuk kaldu--jeruk nipis--,"Cuci bersih ikan patin lumuri dengan garam dan jeruk nipis--Iris tipis bamer dan baput--Tumis bamer, baput, daun salam, sereh, daun jeruk, jahe kunyit dan lengkuas yang dimemarkan--Masukkan air ke dalam tumisan bumbu secukupnya. masak hingga air mendidih--Masukkan gula garam bubuk kaldu, daun bawang, seledri, koreksi rasa--Masukkan ikan patin dan tomat--Masak hingga matang--",0,/id/resep/4468142-sop-ikan-patin,ikan
Steak Tenggiri perdana,tenggiri fillet--bawang putih haluskan--jeruk nipis ambil airnya--minyak wijen--lada--garam--bahan saos :--bawang putih haluskan--bawang bombay kecil iris--kecap ikan--kecap manis--saos tiram--minyak wijen--,"Cuci bersih ikan kemudian marinasi dg bumbu,diamkan selama 15mnt atau sampai bumbu meresap lalu panggang diteflon dg api kecil #ga punya grill😁 panggang sampai matang--Sambil menunggu ikan matang,kita buat saosnya, panaskan minyak lalu tumis bawang putih sampai harum,lalu masukkan secara bersamaan sikecap2 tadi--Setelah ikan matang,tata dipiring saji dan siapkan utk menu makan malam...😃 sajikan bersama sayuran rebus sesuka hati 😄--",7,/id/resep/4462645-steak-tenggiri-perdana,ikan
