Title,Ingredients,Steps,Loves,URL,Main_Ingredient
Sayur tahu jengkol,tahu kuning--jengkol--santan kara--garam--kaldu bubuk--gula putih--daun salam--bumbu halus :--bawang merah--bawang putih--cabe merah besar--kemiri--,"Bersihkan jengkol dan rebus sampai empuk. Jika sudah dingin geprek jengkol agar bumbu meresap.--Potong tahu bentuk segitiga dan goreng sampai matang. Klo saya cenderung agak kering kecoklatan.--Tumis bumbu halus sampai wangi dan matang. Masukan daun salam, tahu dan jengkol lalu beri air. Biarkan sampai mendidih!!!--Berikan santan kara dan garam, kaldu bubuk serta gula putih. Biarkan kuah agak menyusut agar bumbu meresap. Jangan lupa aduk aduk kuah agar santan tidak pecah. Terakhir tes rasa!!! Selamat mencoba.--",0,/id/resep/4472978-sayur-tahu-jengkol,tahu
Sapo Tahu No Seafood,"egg tofu--bonggol brokoli--bonggol bunga kol--bonggol sawi putih--wortel--jamur kancing--daun bawang iris2--bakso ayam iris2--bawang bombay uk.sedang--bawang putih geprek, cincang--° bumbu :--penuh saus tiram--garam--gula pasir--royco ayam--lada bubuk--kecap manis bango--air kaldu--","Goreng garing/sampai berkulit si tofu yaa. Sisihkan dulu.--Siapkan semua bahan. Sayuran dicuci semua. Bumbu2 juga dipersiapkan yaa. Kalo sy, wortel-brokoli-bunga kol-jamur kancing sy blansir sbentar (rendam air panas bentar, lalu ke air dingin spya lebih cpt ngolahny, warna sayurnya juga segerr) Yuk memasak..--Panaskan margarin/minyak scukupny, tumis bawang putih dan bombay hingga layu dan harum--Masukkan sawi putih (ngga sy blansir), daun bwang, tumis bentar.--Masukkan jamur, aduk rata--Tuang sesuai selera bbrp sendok sayur air kaldu/sy kuah bakso. Kurleb sy 2-3 sendok sayur. Didihkan. Msukkan sisa sayuran.--Bumbui saus tiram, gula garam, lada, kecap, royco bila perlu. Sampai rasa pas. (Kalo sy sblumnya dah gurih kena kuah bakso, jd tinggal ngoreksi)--Masukkan bakso iris, aduk rata--Terakhir masukkan tofu. Aduk perlahan. Masak sampai cukup matang. Dah... Siap!--Sapo tahunya siap dilahaaapp... Makan sapo nih enaknya sambil nikmatin hawa sejuk hujan ya moms. Mantap, anget2 gurih gitu hihi. Selamat makan :)--",6,/id/resep/4472859-sapo-tahu-no-seafood,tahu
Tahu Bulat,tahu putih--minyak untuk menggoreng--bumbu halus :--bawang putih--merica--garam--kaldu bubuk--,"Haluskan tahu dengan garpu.--Saring tahu dengan kain berpori halus, peras pelan pelan hingga kadar airnya berkurang banyak. Cara menyaring tahu begini sebaiknya sedikit sedikit dan memerasnya jangan terlalu kuat.--Setelah airnya di peras,campur tahu dengan bumbu halus, aduk rata. bentuk bulat.--Panaskan minyak dengan api sedang. Masukan tahu bulat, goreng hingga kuning kecokelatan.Sajikan hangat.--",0,/id/resep/4469146-tahu-bulat,tahu
Tahu kuning lada garam,"tahu kuning--cabe merah besar--cabe rawit--bawang putih, rajang--bawang merah,  tipis2--garam, lada, kaldu jamur--","Panaskan minyak di teflon, goreng tahu hingga berubah warna. Stlh matang, tiriskan--Lalu tuang minyak sedikit di teflon, tumis bawang putih dan bawang merah hingga harum. Stlh itu masukkan cabe. Masukkan tahu goreng, aduk rata. Lalu tambahkan garam, merica dan kaldu jamur. Tes rasa. Sajikan--",2,/id/resep/4473025-tahu-kuning-lada-garam,tahu
Pepes Tahu kekinian,tahu cina di hancurkan halus dengan garpu boleh menggunakan tahu putih apa saja tdk mei tahu cina--bawang daun diiris--telor--daun salam dimasukkan ke dalam tiap adonan pepes ketika mem--gula pasir--.  garam--penyedap rasa jika suka--bumbu halus diblender:--cabe rawit jawa--terasi abc--bawang merah--bawang putih--serai diiris tipis--minyak untuk menumis--,"Hancurkan Tahu dengan garpu lalu masukkan telor dan daun bawang. Sisihkan--Tumis bumbu halus lalu cicipi sampai rasa sesuai dengan lidah dan selera.. diamkan hingga dingin--Campur bumbu matang lalu masukkan ke dalam tahu yg sudah dihaluskan masukkan gula aduk rata. Jika rasa sudah sesuai lalu siapkan daun yg sudah dipotong potong rapi siap dipakai untuk membuat pepes tahu--Masukkan 1-2 sdm adonan tahu ke dalam daun masukkan daun salam 1 lembar lalu sematkan dengan rapi dengan tusuk gigi.. selasaikan adonan hingga habis--Setelah air mendidih kukus pepes selama 30 mnt lalu setelah matang sajikan hangat dengan nasi serta makanan sampingan lainnya.--Note: biasanya saya suka membuat bumbu dasar seperti resep diatas jadi jika saya ingin membuat olahan berbagai macam pepes saya tinggal menggunakan bumbu halus yg sudah ada,--Jika ingin membuat pepes ayam tinggal tambahkan jahe yg sudah dihaluskan dan irisan daun jeruk serta irisan tomat jika suka.. tambahkan 2 sdt kecap ikan diadonan.--",1,/id/resep/4473070-pepes-tahu-kekinian,tahu
Mung tahu',"papan tahu sutera--daging ayam--daun bawang--b.putih--tepung maizena larutkan d air--micin jamur, garam, gula, lada--","Tumis b.putih cincang, hingga harum. Masukan ayam lalu aduk"" sampai berubah warna--Potong""tahu sesuai selera, masukan bumbu"" seperti garam, gula, lada, masukan kedalam penggorengan, aduk"" kasih air sedikit masukan t.maizena tunggu sebentar masukN daun bawang, angkt--",4,/id/resep/4424753-mung-tahu,tahu
Sapo Tahu Brokoli,tahu telur--bonggol brokoli--wortel--kol--cabai merah besar--bakso sapi--bakso ikan--bawang putih--bawang bombay--jahe--saus tiram--kecap asin--gula pasir--garam--lada bubuk--tepung maizena--air putih--minyak sayur--,"Cuci sayur dan bahan lainnya, rendam brokoli dalam air panas selama 30 detik--Cincang halus bawang putih, iris bawang bombay, bakso, wortel dan cabai merah--Potong lalu goreng tahu telur, setelah matang tiriskan--Tumis bawang putih, bawang bombay dan jahe sampai harum--Masukkan irisan wortel, tumis sebentar lalu tambahkan 1 gelas air--Setelah air mendidih dan wortel sedikit layu, masukkan saus tiram, kecap asin, gula, garam, lada--Koreksi rasa dan masukkan sisa bahan (kol, cabai merah, brokoli) campur rata--Diamkan kurang lebih 1 menit. Terakhir tambahkan larutan maizena--Aduk sampai kuah mengental lalu sajikan--",7,/id/resep/4472685-sapo-tahu-brokoli,tahu
Tahu isi Enak,tahu dibelah dua--bengkuang--wortel--bombay iris halus--bawang putih--udang cincang--tepung bumbu sajiku--garam gula merica--sambal cocolan:--bawang putih--cabe rawit merah--saos cabe abc--perasan air jeruk nipis/lemon--gula--air--,"Tunis Bombay Dan bawang Putih sampai harum, Masukkan Udang kemudian wortel Dan bengkuang yang Sudah di iris halus. Masukkan bumbu penyedap garam Gula America secukupnya.--Tambah kan air sedikit Dan masak sampai matang. Sisihkan.--Belah 2 tahu Dan goreng 1/2 matang. Angkat. Sisihkan.--Setelah tahu tidak terlalu panas. Belah tengah tahu untuk isian. Dan Isi tahu dengan tumisan wortel dan bengkuang tadi.--Buat adonan basah tepung sajiku dengan sedikit air. (Jangan terlalu kental).--Balur tahu Dalam adonan tepung kemudian goreng dengan minyak panas.--Siap dihidangkan dengan sambal cocolan.--",5,/id/resep/1341253-tahu-isi-enak,tahu
Balado Tongkol & Tahu,ikan tongkol sedang--tahu ukuran lecil--daun jeruk--gula & garam--bumbu halus :--bawang merah--bawang putih--cabe merah--cabe rawit--tomat--gula merah ukuran sedang--,"Bersihkan tongkol yang sudah di iris. Goreng sampai matang.--Potong dadu tahu (ukuran kecil), goreng hingga kering.--Tumis bumbu yang sudah dihaluskan hingga wangi, masukkan daun jeruk, gula dan garam. Masukan air secukupnya.--Masukkan tongkol & tahu yang sudah digoreng. diamkan hingga mendidih & bumbu meresap.--Sajikan dan siap dihidangkan. 😉--",1,/id/resep/4472474-balado-tongkol-tahu,tahu
Tahu cabe garam,tahu--telur--tepung bumbu serbaguna--bawang merah--bawang putih--cabe rawit--daun bawang--,"Lumuri tahu dengan kocokan telur kemudian balurkan pada tepung, goreng hingga kuning keemasan lalu tiriskan.--Tumis bawang putih, bawang merah dan cabe rawit hingga harum kemudian masukkan tahu yang telah digoreng.--Masukkan daun seledri, tambahkan garam, gula dan penyedap, aduk rata.--",0,/id/resep/4472780-tahu-cabe-garam,tahu
Gurame tahu tauco,ekor gurame--tahu kotak--jeruk nipis--bawang bombay--bawang putih--jari jahe--cabe hijau besar buang--cabe merah besar--tauco--kecap asin--kecap manis--saos tiram--minyak wijen--angciu--,Balurin gurame dgn jeruk nipis goreng--Goreng tahu kotak 2--Tumis bawang 2 ngan masukkan tauco--Masukkan kecap dll--Tambahkan sedikit air--Siap disajikan test rasa kurang asin tambah garam ya kl tauconya asin gak usah pake garam lg--,4,/id/resep/4472819-gurame-tahu-tauco,tahu
Tahu Cabe Garam,tahu putih--kecil tepung bumbu pedas serbaguna--air es--terigu--minyak goreng--bawang putih--bawang merah--irisan daun bawang--garam--kaldu bubuk--margarine untuk tumis--cabai rawit merah--cabai rawit hijau--,"Larutkan 1 bks tepung bumbu+ 2 sdm terigu dengan 1/4cup air es (benar2 dingin)..--Panaskan minyak sampai benar2 panas, & ukur agar tahu terendam (deep fry)..--Tahu yg sudah di potong di celupkan ke larutan tepung, kemudian gulingkan ke tepung bumbu kering,.--Goreng dengan api sedang sampai matang, sisihkan(pastikan minyak benar2 panas, agar tahu crispy)--Goreng cabai-duo bawang & daun bawang sampai kekuningan.. angkat, tiriskan.. tumis dengan 1sdt margarine, tambahkan garam & kaldu bubuk.. matikan api.. masukkan tahu & tambahkan garam jika dirasa kurang.. aduk rata. sajikan hangat..--",0,/id/resep/4472764-tahu-cabe-garam,tahu
Tumis Broccoli Tahu Jepang dengan Saus Tiram,"bonggol brokoli ukuran besar--tahu jepang--jamur king oyer--bakso seafood--bawang putih--jahe--garam, lada, gula/vetsin untuk memperkuat rasa--oyer sauce/saus tiram--kecap hitam--tepung maizena/potato arch--","Rebus brokoli selama 2-3 menit. Angkat dan sisihkan. Jangan terlalu lama merebut sayur, karena nanti sayurnya akan menjadi layu, dan vitaminnya akan terbuang.--Panaskan wajan, tunggu sampai minyak benar2 panas. Baru goreng tahu sampai warnanya kecoklatan. Angkat dan sisihkan.--Sisihkan di piring.--Panaskan wajan kembali. Tumis daging / bakso sampai ada gosong2nya sedikit. Ingat kata chef Gordon Ramsay ""No Color, No Flavour"". Hehehe..--Setelah itu masukkan bawang putih dan jahe. Tumis hingga harum.--Masukkan air (saya pakai 300 ml). Tambahkan garam, lada, gula / vetsin, kecap asin hitam, dan saus tiram.--Jika rasanya sudah pas. Tambahkan maizena / potato starch yg sudah dilarutkan dengan air. Aduk sampai konsistensinya kental. (Saya lebih suka memasak menggunakan Potato Starch. Karena saus menjadi tidsk mudah cair, dibandingkan dgn menggunakan maizena).--Setelah itu baru masukkan jamur. Tunggu sampai mendidih sebentar. Sampai jamur matang. Angkat.--Tuang saos diatas brokoli dan tahu jepang yg sudah disusun di piring. Sajikan.--",6,/id/resep/4472567-tumis-broccoli-tahu-jepang-dengan-saus-tiram,tahu
Tahu Cabe Garam,tahu putih--tepung bumbu--bahan iris :--bawang putih--bawang merah--cabe rawit merah/cabe merah--daun bawang--,"Setelah tahu dipotong potong,gulingkan ke tepung bumbu kering kemudian goreng hingga kecoklatan--Tumis semua bahan iris dengan sedikit minyak dan api kecil..sampai sedikit kering..tambahkan garam--Masukan tahu yg sudah digoreng..aduk rata--",0,/id/resep/4472476-tahu-cabe-garam,tahu
Cah sawi hijau tahu putih,"sawi hijau, aku beli  rb--tahu putih  kotak goreng  mateng--bawang merah iris--bawang putih cincang--cabe m dan rawit m iris tipis--minyak   untuk menumis--gula pasir--royco ayam--saos tiram dan kecap asin--","Tumis bamer baput, dan cabe. Tambahkan sawi,tahu aduk rata. Masukan saos tiram, kecap asin dan royco gula pasir tambahkan air sedikit, tutup sbentar--Aduk rata. Angkat, sajikan--",4,/id/resep/4472346-cah-sawi-hijau-tahu-putih,tahu
Bakso tahu goreng saus pedas,bahan bakso tahu--tahu putih--bawang putih--telur--merica bubuk--royco ayam--garam--gula--tepung terigu--baking powder--bahan saos pedas--baput--bamer--bawang bombay--cabe merah keriting--bua cabe rawit--saos tomat--saos sambal--cabe merah iris rencong--bawang prei--garam--kecap--gula--minyak goreng--air--,"Hancurkan tahu,peras airnya hingga airnya habis--Kemudian masukkan bawang putih halus,tepung telur,merica,gula pasir,royco cek rasa ya--Kemudian bentuk bulat2 sesuai selera--Panaskaninyak goreng bakso tahu hingga kecoklatan.angkat sisihkan--Cara membuat saos. Haluskan cabeerah dan bawang putih beri garam sedikit hingga halus.--Kemudian memarkan cabe rawit atau pecah pecah saja..--Panaskan minyak tumis bawang bombay hingga layu masukkan bumbu halus,tumis hingga harum.--Kemudian masukkan saos tomat,kecap,saos sambal sedikit air, masak hingga meletup letup masukkan gula cek rasa kemudian masukka bakso tahu irisan cabe merah,daun bawang masak hingga matang--Selamat mencoba--",6,/id/resep/4472264-bakso-tahu-goreng-saus-pedas,tahu
Telur Tahu Kukus Goreng,telur--tahu putih--daun bawang--wortel--bawang putih--lada--garam--penyedap rasa--,"Haluskan bawang putih dan lada.--Hancurkan tahu dengan garpu.--Potong2 daun bawang. wortel diparut dengan parutan keju.--Kocok telur dengan garpu, tambahkan bumbu halus, garam dan penyedap rasa.--Masukkan tahu, daun bawang dan wortel.--Siapkan wadah tahan kukus kedian olesi dengan minyak goreng agar tidak lengket nanti.--Masukkan telur ke wadah, kukus selama kurang lebih 15menit.--Dinginkan telur, keluarkan dan potong2 sesuai selera.--Kocok 1 butir telur.--Celupkan potongan telur ke kocokan telur lalu goreng hingga kecoklatan.--Angkat.--",6,/id/resep/4472110-telur-tahu-kukus-goreng,tahu
Tumis Tahu Bubuk,tahu kuning--bawang merah--bawang putih--tomat--cabai rawit--bawang daun--garam--gula--lada putih--,"Tumbuk kasar tahu kuning. Sisihkan.--Tumis bawang merah, bawang putih, cabai rawit dan tomat hingga harum.--Masukan tahu yang sudah dihancurkan. Tambahkan garam, gula, lada putih, bawang daun dan sedikit air. Masak hingga air menyusut dan tahu matang. Sajikan.--",2,/id/resep/4472223-tumis-tahu-bubuk,tahu
Tahu Crispy,"bumbu halus--bawang putih--kunyit--ketumbar--bahan tepung--tepung terigu--maizena--garam, lada, kaldu jamur--air--telur ayam--tahu 2 dadu--","Tumbuk bumbu halus, beri air--Potong tahu rendam dalam bumbu min 10mnt--Campur bahan tepung--Gulingkan tahu ke tepung lalu ke telur--Goreng hingga kuning keemasan--",3,/id/resep/4472450-tahu-crispy,tahu
Sayur tempe mix tahu alaala kari,tempe dari  papan--tahu--keris pete--wortel ukuran sedang--santan--bumbu:--bawang merah--bawang putih--kunyit--jahe--kemiri--ketumbar--garam--gula--penyedap rasa saya pakai royco ayam--bumbu pelengkap:--laja--daun salam--daun jeruk--minyak untuk menumis bumbu--,"Tempe potong kotak, goreng--Tahu potong serong, goreng--Kupas pete jangan dibelah--Kupas wortel, cuci lalu potong dadu kecil--Siapkan bumbu, cuci lalu haluskan kecuali laja, daun salam dan daun jeruk. Laja geprek aja.--Tumis bumbu sampai layu, masukan geprekan laja, daun salam dan daun jeruk. Beri sedikit air supaya meresap--Masukan santan, biarkan sampai mendidih.--Masukan pete, wortel, tempe dan tahu.--Masukan gula, penyedap. Aduk2, tes rasa--Masak sekitar 10 menit.--",5,/id/resep/4367062-sayur-tempe-mix-tahu-alaala-kari,tahu
Sayur bening BATA JAWO(bayem tahu jagung wortel),bayam petik daunnya--jagung muda pipil--tahu putih iris dadu--wortel iris tipis--bwg merah--daun salam--gula--garam--air--penyedap--,"Siapkan bahannya cuci bersih.iris tipis bawang merah.goreng tahu sebentar.--Siapkan panci.masukkan bawang merah,air,wortel,jagung dan daun salam.tunggu sampai mendidih serta wortel dan jagung empuk--Setelah empuk masukan garam,gula dan penyedap koreksi rasa--Masukan tahu goreng dan bayam.masak sampai mendidih saja jangan sampai bayam overcook.angkat dan sajikan.--",1,/id/resep/4472112-sayur-bening-bata-jawobayem-tahu-jagung-wortel,tahu
Tahu balado aku,"tahu kuning--minyak--sasa--royco--gula--garam--""untuk pemakaian sasa n royco sebaik nya jangan terlalu banyak.--salam--bumbu2 :--cabe keriting--cabe rawit--bawang merah--bawang putih--tomat--",Goreng tahu--Halus kan semua bumbu...kemudian tumis sampai matang...masukan garam sasa gula dan salam--Kemudian masukan tahu..aduk sampai rata dan bumbu meresap--Setelah itu matikan kompor...jadi deh tahu balado nya--,1,/id/resep/4471964-tahu-balado-aku,tahu
Sop Tahu Sederhana,bahan isian:--tahu putih  dadu--kol--wortel--sosis ayam ² serong--makaroni rebus--seledri--daun bawang--bumbu halus:--merica--bawang putih--bawang merah--gula--garam--kaldu ayam bubuk--bumbu sop²n:--kapulaga--cengkeh--kayumanis--bunga lawang--pelengkap:--telur rebus diiris tipis--cabe rawit utuh--jeruk--bawang goreng--,"Tumis bumbu halus dalam minyak panas secukupnya... Masukan wortel, sosis, tahu dan makaroni.. Kemudian angkat.--Panaskan panci berisi air secukupnya. Kemudian masukan tumisan bumbu dan sayur tadi.. Masak hingga mendidih.--Jika sudah mendidih tambahkan kol beserta rawit. Lalu matikan api, masukan seledri dan daun bawang. Tambahkan gula garam beserta kaldu ayam.--Lalu...sajikan..dg nasi hangat jgn lupa pelengkapnyaaa yaaaa...--",1,/id/resep/4471684-sop-tahu-sederhana,tahu
"Tumis sawi, tahu cambah,","sawi putih 6lebar--cambah, tahu putih--tomat, bawang merah,putih cabe, sereh,--bumbu halus kemiri 3,jahe  iris, kencur  iris, air,--","Potong tahu putih kotak2, trus di goreng seteh mateng,--Sawi putih potong, bawang putih merah, cabe, di iris, tomat,iris,sereh di keprok,--Tumis bawang putih sudah di iris berseta sereh, udah harum masuk kan bumbu yg di halus kan, tumis hinga harum, masukan air secukup nya--Masuk kan sawi putih, cambah, udah agak mpuk sayur baru masuk kan tahu,, sama tomat,,----",4,/id/resep/4471550-tumis-sawi-tahu-cambah,tahu
"Tumis kacang panjang,udang,tahu",kacang panjang--kotak tahu--udang--bumbu halus :--cabai merah besar--cabai merah kecil--bawang merah--bawang putih--kemiri--buat tomat--saori saus teriyaki--garam--gula--penyedap rasa--,"Cuci bersih udang, buang kepala.--Potong tahu kotak2 kecil, lalu goreng setengah matang.--Rebus kacang setengah matang.--Panaskan minyak, tumis bumbu yang sudah dihaluskan hingga harum, tambahkan sedikit air.--Kemudian beri garam,gula,penyedap.saus teriyaki.Test rasa.--Masukkan kacang, aduk rata. Kemudian masukkan tahu,terakhir masukkan udang. Aduk2 sampai rata.--Biarkan sampai air menyusut dan bumbu meresap.--Tumis kacang,udang,tahu siap dihidangkan.--",5,/id/resep/4471581-tumis-kacang-panjangudangtahu,tahu
Tahu Crispy Cabe Garam,"tahu,  dadu agak besar--tepung bumbu serbaguna--bonggol bawang putih, cincang--cabe rawit, 2--bawang prei, iris serong--garam+merica+kaldu ayam bubuk--butter/margarin--","Balur tahu dg tepung bumbu, goreng sampe matang, sisihkan--Tumis bawang putih (sisakan ±1sdm) pakai butter sampai garing kecokelatan, tiriskan. Api kecil sj, hati2 gosong--Tumis sisa bawang putih sampe wangi, masuk cabe potong, tumis sebentar--Beri garam+merica+penyedap, masukkan tahu goreng, aduk rata--Matikan api, masuk bawang prei, aduk sebentar--",3,/id/resep/4471314-tahu-crispy-cabe-garam,tahu
Perkedel Tahu,tahu sutra--telur--bawang merah--bawang putih--ketumbar bubuk--daun bawang--garam--,"Haluskan tahu sutra--Iris halus bamer, baput, dan daun bawang--Masukan telur, garam, ketumbar bubuk. koreksi rasa--Goreng hingga matang warna kecoklatan--Siap disajikan dengan nasi hangat--",3,/id/resep/4471345-perkedel-tahu,tahu
