Title,Ingredients,Steps,Loves,URL
Semur kering telur kentang,telur--kentang--bawang merah--bawang putih--kemiri--cabai merah--air--gula pasir--lada bubuk--penyedap makanan--kecap--daun salam--,"Potong kentang sesuai selera dan rebus bersama dengan telur.--Selagi menunggu kentang dan telur di rebus. Haluskan bawang merah, bawang putih, cabai, kemiri, dan lada.--Setelah kentang dan telur selesai direbus. Kupas telurnya--Goreng kentang dan telur yang sudah di rebus sebentar saja.--Tumis bumbu yang sudah di haluskan sampai harum. Kemudian tambahkan daun salam dan air.--Setelah mendidih masukan telur dan kentangnya. Tambahkan kecap secukupnya.--Tambahkan gula & penyedap rasa, aduk-aduk.--Tutup panci sambil sesekali di lihat sampai kuahnya hilang dan meresap.--Semur kering telur kentang sudah bisa di hidangkan!--",7,/id/resep/4473208-semur-kering-telur-kentang
Kari tahu telur kentang,"telur rebus--tahu,   bagian lalu goreng berkulit--kentang,   bagian--santan kara ukuran kecil--air  kaldu--cengek utuh--haluskan :--cabe merah buang--bawang merah--bawang putih--bumbu kari instant--kemiri--ketumbar--merica bubuk--pala bubuk--kunyit--rempah cemplung--sereh, geprek--cm lengkuas--cm jahe--daun jeruk--daun salam--asam jawa--garam  kaldu bubuk--gula pasir--","Tumis bumbu halus dan rempah cemplung hingga harum dan matang--Masukan kentang. Aduk rata--Beri air. Setelah agak mendidih masukan telur, tahu dan rawit utuh--Bumbui garam dan gula pasir--Setelah didih, masukan santan, aduk sesekali--Angkat, sajikan dengan pelengkap--",5,/id/resep/4471788-kari-tahu-telur-kentang
Buncis Cah Telur,buncis iris tipis--bawang putih cincang--bawang bombay iris halus--cabe merah iris halus--bakso iris tipis  bs ganti dgn sosis--kaldu ayam--air panas--telur--,"Tunis bawang putih, bawang Bombay, cabe merah sampai wangi Masukkan bakso atau sosis oseng2.--Masukkan bunci yang sudah di iris, oseng sampai berubah warns, Masukkan sedikit air panas biar kan sampai agak matang, Masukkan bumbu penyedap Dan tes rasa.--Terakhir, tepikan buncisnya Dan Masukkan Telurnya, oseng2 Telur kemudian balurkan dengan buncisnya.--Selamat mencoba :)--",6,/id/resep/4472404-buncis-cah-telur
Telur cah tomat,telur--tomat--bawang merah--bawang bombay--cabe rawit merah--daun bawang--garam--merica--gula--,"Tumis bawang merah dan bawang bombay, masukkan telur lalu orak arik dan sisihkan--Tambahkan sedikit minyak disisi lain wajan, masukkan tomat, cabe dan daun bawang lalu aduk2 sampai tomat layu,--Setelah layu, aduk rata dengan telur yg sudah di orak arik, tambahkan garam, merica dan gula, koreksi rasa, sajikan dengan nasi hangat--",2,/id/resep/4472560-telur-cah-tomat
Cah sawi putih campur telur,"sawi putih--telur kocok lepas--bawang putih geprek--cabe merah iris--air--garam, gula--","Siapkan bahannya--Tumis bawang dan cabe sampai harum.--Sisihkan cabe dan bawang kepinggir wajan, masukkan telur aduk rata bikin orak arik.--Masukkan sawi aduk sebentar tambahkan sedikit air, garam, gula, aduk rata tes rasa.--Siap disajikan, simple dan lezat. Happy cooking moms 😊😊--",3,/id/resep/4472439-cah-sawi-putih-campur-telur
Telur Tahu Kukus Goreng,telur--tahu putih--daun bawang--wortel--bawang putih--lada--garam--penyedap rasa--,"Haluskan bawang putih dan lada.--Hancurkan tahu dengan garpu.--Potong2 daun bawang. wortel diparut dengan parutan keju.--Kocok telur dengan garpu, tambahkan bumbu halus, garam dan penyedap rasa.--Masukkan tahu, daun bawang dan wortel.--Siapkan wadah tahan kukus kedian olesi dengan minyak goreng agar tidak lengket nanti.--Masukkan telur ke wadah, kukus selama kurang lebih 15menit.--Dinginkan telur, keluarkan dan potong2 sesuai selera.--Kocok 1 butir telur.--Celupkan potongan telur ke kocokan telur lalu goreng hingga kecoklatan.--Angkat.--",6,/id/resep/4472110-telur-tahu-kukus-goreng
Telor Sambal Ebi,telor ayam--bawang merah--bawang putih--cabai rawit--serai geprek--merica bubuk--garam--gula--,"Rebus telur sampai matang, kupas lalu Goreng. Sisihkan--Haluskan bawang merah bawang putih dan cabai, lalu tumis sampai harum. Masukkan serai lalu ebi. Bubuhkan Garam dan merica lalu gula.--Masukkan telor, aduk sampai rata kemudian tambahkan sedikit air biarkan meresap.--Angkat dan sajikan.--",0,/id/resep/4472306-telor-sambal-ebi
Telur Dadar Daging,"daging giling--wortel, parut--bawang putih, cincang--bawang bombay, cincang--telur--btng seledri, iris halus--garam, gula, merica, penyedap--","Tumis bw pth dan bombay hingga harum, masukkan daging, aduk hingga berubah warna. Masukkan wortel dan seledri, beri garam, gula, merica dan penyedap. Tes rasa, masak sampai semua matang, angkat.--Kocok telur, masukkan tumisan daging td, aduk rata. Buat dadar pada pan teflon kcl hingga beberapa buah. Sajikan panas"" enyaakkk,,,,,😋--",3,/id/resep/4353039-telur-dadar-daging
Telur gulung (jajanan SD),telur ayam--air--garam--lada--masako--tusukan kayu--,"Panaskan minyak terlebih dahulu, minyak nya banyakin yah.--Campur semua bahan jadi satu, lalu kocok sampai berbusa--Masukan dalam botol kecap plastik / tuang 2 sendok menyebar yah--Tuang ke minyak panas, lsg gulung2 pakai tusukan kayu terus dipinggirkan ke penggorengan supaya tdk terlalu banyak menyerap minyak.--Tiriskan dan siap disantap pakai saos yg sudah dicampurkan air.--",1,/id/resep/3571320-telur-gulung-jajanan-sd
Pangsit Goreng Isi Bihun Telur,bidang bihun--kubis--seledri--wortel--telur--bawang merah--bawang putih--saos tiram--kecap--garam--kulit pangsit--,"Potong wortel kecil-kecil, dan rebus sampai matang. Angkat, tiriskan.--Telur digoreng orak arik, tambahkan garam agar lebih berasa.--Haluskan bawang merah dan putih, tumis. Tambahkan bihun yang sudah direbus, wortel, kubis, seledri, telur orak arik. Tambahkan juga saos tiram dan kecap.--Rasakan, jika rasa kurang kuat, tambahkan garam atau penyedap rasa. Jika sudah selesai, angkat dan sisihkan.--Ambil kulit pangsit, isikan isian yang sudah masak kedalamnya. Goreng, dan tiriskan.--",0,/id/resep/4471922-pangsit-goreng-isi-bihun-telur
Telur Dadar Kilat,"telur--bawang merah, iris tipis--cabe rawit, iris tipis--daun bawang, iris-iris--garam--mentega minyak--","Campurkan bawang merah, cabe dan daun bawang dengan telur. Kocok lepas. Beri garam secukupnya--Siapkan teflon, beri sedikit mentega atau minyak. Masukkan adonan telur, lebarkan. Tunggu hingga sisi bawah matang kemudian balik. Lipat perlahan dan masak beberapa menit, kemudian angkat. Potong sesuai selera dan sajikan...--",29,/id/resep/4453396-telur-dadar-kilat
Semur kentang telur,telur ayam rebus--kentang--kecap manis--daun salam--bumbu halus :--bawang putih--bawang merah--lada--kemiri--,"Goreng sebentar kentang dan telur rebus.--Tumis bumbu halus hingga wangi, tambahkan daun salam dan air secukupnya.--Setelah mendidih, tambahkan kecap manis, telur dan kentang.--Tambahkan gula pasir, dan penyedap rasa--Tunggu hingga air berkurang, jangan sampe terlalu kering ya bun.--Cek rasa, hidangkan dengan taburan bawang goreng 👌--",8,/id/resep/4471926-semur-kentang-telur
Timun kuah telur (diet debm),"timun--bawang putih--merica bubuk--garam, penyedap--saos tiram--telur--","Tumis bawang dan merica hingga harum... Beri air... Lalu masukan timun, beri garam, penyedap, dan saos tiram.. Setelah mendidih masukkan telur. Koreksi rasa. Matangkan.--",1,/id/resep/4471394-timun-kuah-telur-diet-debm
Telor Balado Pete,telur ayam--papan pete--sereh--daun jeruk--garam+gula+kaldu jamur--air--bumbu halus:--cabe merah keritingbesar--bawang merah--bawang putih--,"Panaskan minyak secukupnya, masukan bumbu halus+sereh+daun jeruk.Tumis sampai wangi. Beri air secukupnya, masukan garam+gula+kaldu jamur. Masukan pete. Masak sampai tidak bau langgu. Tes rasa.--Terakhir masukan telor rebus, aduk rata & masak sebentar. Voilaa.. Telor Balado Pete is ready! Uenakk!👍😘--",96,/id/resep/4455004-telor-balado-pete
Pecel telur,"telur ayam--cabai rawit merah--tomat uk. sedang--bawang putih--kacang goreng--terasi, garam, gula dan penyedap--kemangi--","Goreng telur yg tadi sudah di rebus. Angkat dan tiriskan--Goreng bawang putih, cabai, tomat hingga matang.--Haluskan bahan sambal. Tambahkan kacang tanah goreng, Beri garam, gula, terasi dan penyedap--Masak sebntar dan masukkan daun kemangi. Masukkan telur dan test rasa.--Siap untuk disajikan.--",8,/id/resep/4349494-pecel-telur
Telur bumbu merah,telur--bawang merah--bawang putih--cabai merah--tomat merah--garam dan gula pasir--daun salam--cm lengkuas digeprek--penyedap bila suka--minyak goreng untuk menumis--air putih--,"Goreng telur mata sapi, sisihkan--Rebus bawang merah, bawang putih, cabai dan tomat (biar lebih merah warnanya)--Haluskan bahan yang sudah direbus--Tumis bahan yang sudah dihaluskan, tambahkan daun salam dan lengkuas geprek--Masukkan air dan telur, tambah gula pasir dan garam, biarkan sampai mendidih dan meresap sampai air berkurang--Koreksi rasa, hidangkan--",1,/id/resep/4471358-telur-bumbu-merah
Telor dadar endol,telur ayam--daging ayam cincang--stgh  terigu--daun bawang--,"Cincang daging ayam,iris daun bawang--Satukan bahan,tambah garam dan sasa--Kocok dan goreng--",6,/id/resep/4471483-telor-dadar-endol
Dadar telor ikan tongkol,ikan tongkol--telor--daun bawang--garam--,"Goreng ikan tongkol setengah matang lalu suwir²--Potong² bawang daun lalu campur semua kocok jadi satu dalam wadah--Goreng sesendok² klo dah kuning keemasan angkat lalu tiriskan, soap disajikan sebagai lauk sayur asem cucok banget--Bisa jg langsung digoreng jadi satu pas nanti dipotong² sesuai selera, selamat mencoba moms 😊--",2,/id/resep/4471290-dadar-telor-ikan-tongkol
Telur bulet sambel terong,"telur ayam, rebus kupas kulitnya--terong ungu ukuran besar--bumbu halus--cabe hijau--tomat merah--bawang merah--bawang putih--terasi yg sudah dibakar--garam--minyak untuk menggoreng--","Goreng telur yg sudah dikupas sebentar aja,angkat tiriskan--Goreng terong yg sudah dipotong2,angkat tiriskan--Goreng bumbu halus hingga wangi dengan api kecil--Masukkan terong dan telur yg sudah digoreng--Sajikan--",1,/id/resep/4471327-telur-bulet-sambel-terong
Tumis labu siam dan telur,telur--labu siam--bawang putih--garam--gula--penyedap--,"Tumis bawang putih hingga harum, masukkan telur kemudian orak arik.--Masukkan labu siam, tambahkan sedikit air aduk rata.--Tambahkam garam, gula dan penyedap.--Koreksi rasa dan siap sajikan.--",0,/id/resep/4471257-tumis-labu-siam-dan-telur
Otak Sapi Goreng Telur,"otak sapi mentah--daun salam--jahe, geprek--telur ayam--garam, lada bubuk, kaldu bubuk--","Rebus otak sapi mentah dengan daun salam dan jahe geprek sampai mendidih dan matang. Buang airnya. Tiriskan. Lalu potong tipis-tipis.--Kocok lepas telur ayam dengan garam, lada bubuk, dan merica bubuk. Celupkan otak sapi satu persatu dan goreng dalam minyak panas.--Lalu ambil kembali otak yg sedang digoreng tadi dan celupkan ke kocokan telur dan goreng kembali. Saya lakukan ini sampai 3 kali celupan. Kata suami supaya telurnya tebal. Sajikan dengan nasi hangat.--",1,/id/resep/4469669-otak-sapi-goreng-telur
Telor Balado,telur ayam--cabe merah--bawang merah--minyak wijen--terong balado--kecap--garam--royco--gula--,Rebus telur... Supaya gampang di lepas kulitny...rendam telor di air biasa--Blender cabe dan bawang hingga halus--Panaskan minyak goreng telurny sebentar saja ya kalo kelamaan telur bisa menciut lalu angkat--Goreng sebentar terongnya--Tiriskan telur dan terong--Tumis bumbu yang di blender hingga berwarna kecoklatan dengan api kecil...jika sudah kecoklatan tambahkan kecap garam dan gula aduk rata ke telur dan terong--Bisa di tambahkan suwiran ayam atau teri ya--,0,/id/resep/4469876-telor-balado
Telur dadar sawi tauge,telur--bawang merah iris--semangkuk taoge--bonggol sawi--daun bawang iris--cabe rawit iris--kecap manis--mya garam lada bubuk--kaldu bubukopsional--,Siapkan Bahan. dadar telor lalu iris memanjang--Panaskan sedikit minyak tumis bawang dan cabe hingga harum--Masukan telur beri sedikit air matang tambahkan kecap lada garam kaldu bubuk--Segera setelah mendidih masukan irisan daun bawang sawi dan toge. besarkan api masak sebentar hingga layu àngkat--Simpel enak dan bergizi 😍--,8,/id/resep/4469625-telur-dadar-sawi-tauge
Bali kecap telur ayam,ayam--telur--tempe--#bumbu:--cabe merah--bawang merah putih--jahe--laos--daun jeruk--gula merah--kemiri--kecap manis--garam--,Cuci bersih ayam lalu rebus dan goreng. rebus telur buang kulit dan goreng--Haluskan smua bumbu--Panaakan sedikit minyak--Tumis bumbu hingga harum--Masukkan laos jahe dan daun jeruk--Tambah sedikit air dan kecap manis--Ending--,9,/id/resep/4464706-bali-kecap-telur-ayam
Telur Dadar Goreng Tepung,"telur--telur, kocok lepas--garam--penyedap rasa--daun bawang, iris--bahan kering :--tepung terigu--tepung beras--merica bubuk--penyedap rasa--","Kocok 2 butir telur, campurkan dengan daun Bawang, garam, dan penyedap rasa secukupnya--Hidupkan kompor, gunakan teplon, tuang 3 sdm minyak goreng, tunggu hingga setengah panas lalu tuangkan setengah adonan telur dan langsung jepit telur dengan dua spatula (bagian belakang bertemu bagian belakang) Nb: boleh langsung memasukkan semua adonan telur, tapi harus lebih hati hati agar telur tidak patah. Nb: jangan menunggu minyak panas karena telur akan langsung mengeras ketika dituang sehingga akan susah dijepit--Teruskan menjepit jepit telur hingga telur kokoh dan berbentuk segitiga, balik telur dikedua sisinya hingga matang, tiriskan--Ulangi point 3-4 untuk sisa setengah telur yang belum di Dadar, tiriskan--Potong potong telur, gulingkan ditelur kocok, lalu gulingkan di bahan kering. Tekan tekan lembut hingga tepung menempel sempurna di telur dadar--Goreng dengan minyak banyak hingga kecoklatan, matikan kompor--Telur dadar goreng tepung siap disajikan--",9,/id/resep/4469081-telur-dadar-goreng-tepung
Semur telur ayam,"telur ayam, rebus kupas--daun salam--sereh--kapulaga--bunga lawang--cengkeh--cm kayu manis--pala--cm jahe geprek--cm lengkuas geprek--gula pasir--garam--kecap manis bango  sampai   atau--bumbu halus :--bw merah--bw putih--mrica an--kemiri sangrai--haluskan terpisah :--tomat merah--","Panaskan 3 sdm minyak goreng. Tumis bumbu halus sampai harum tambahkan tomat yg telah dihaluskan masak sampai matang--Masukan salam,pala, lengkuas,jahe,kayu manis,bunga lawang,cengkeh dan sereh. Aduk2 sampai tercium aroma wangi rempahnya--Masukan 2 - 3 gelas air tunggu sampai mendidih baru tambahkan telur, garam,gula,kecap,penyedap rasa (saya pakai masako sapi)--Masak terus sambil sesekali diaduk. Sampai kuah agak menyusut. Jika ingin berkuah banyak tinggal tambahkan air sesuai selera dan koreksi rasanya--Angkat dan siap dihidangkan dg taburan bawang goreng--",6,/id/resep/4467500-semur-telur-ayam
Telur gulung korea/roll egg korean,bahan :--telur--wortel  halus--daun bawang--garam--merica--,"Cara membuat : campur dan aduk semua bahan ke dalam mangkuk, lalu panaskan frypan dan minyak secukupnya, tuang adonan sedikit demi sedikit dan gulung,hingga adonan habis--",7,/id/resep/4468433-telur-gulung-korearoll-egg-korean
Telur merah dadar pas pedasnya dan simpel,"telur bebek,cabe rawit merah--garam,royko ayam--minyak--","Haluskan cabe rawit merah sampai halus,cabe rawitnya secukupnya saja ya!.--Setelah halus,buka telur masukkan ke dalam botol lalu kocok--Setelah di kocok masukkan ke dalam manci atau wadah. dan masukkan royko rasa ayam,cabe rawit yang sudah di haluskan,garam.--Setelah sudah tercampur merata lalu panaskan minyak dan goreng deh.trs telur merah dadar pas pedasbya dan simpel siap di hidangkan.saya memakai telur bebek karena supaya warnnanya merah sekali walaupun cabenya sedikit. SELAMAT MENCOBA--",1,/id/resep/4467639-telur-merah-dadar-pas-pedasnya-dan-simpel
Orak arik telur daging sapi,daging sapi--bawang putih  bungkul cincang halus--telur   kocok beri  garam--minyak wijen--penyedap rasa--,Tumis bawang putih sampai harum masukkan daging sapi tumis--Masukkan telur yg sudah dikocok lepas aduk2 beri sedikit air--Masukkan minyak wijen dan penyedap rasa tunggu agak mengental angkat dan sajikan selamat mencoba 😄😄--,0,/id/resep/4468264-orak-arik-telur-daging-sapi
Telur rebus cuma 5 menit(bener2 hemat gas dan waktu),telur--air--panci teplon beserta tutupnya--,"Tuang air dlm panci hingga mencapai 1 cm dari dasar panci lalu masukkan telur lalu tutup dgn tutup panci rebus dgn api besar selama 2 menit,stlh 2 menit kecilkan apinya lalu masak dgn api kecil selama 3 menit.--Setelah 3 menit matikan apinya dan biarkan dan tutup jangan dibuka2 dan panci tetap masih di atas kompor,biarkan di atas kompor selama 9 menit.--Setelah 9 menit tutup panci boleh dibuka,pindahkan telur ke wadah yg berisi air dingin hingga telur dingin untuk memudahkan waktu telur dikupas.--Telurnya mulus dan matang sempurna.--Siap untuk disantap.--",15,/id/resep/4467711-telur-rebus-cuma-5-menitbener2-hemat-gas-dan-waktu
Balado telur,telur--bamer--buat baput--cabe keriting--tomat--gula merah--garam dan penyedap--,Rebus telur kemudian goreng dgn minyak panas--Haluskan semua bumbu kemudian tumis hingga harum--Masukan sedikit air...krmudian masukan telur--Tunggu hingga air hbs...sehingga bumbu meresap ditelur--Telur balado siap disajikan--,1,/id/resep/4467756-balado-telur
Tahu Goreng Telur Simple,tahu putih--telur--garam dan ladaku--olive oil  canola oil--,"Cuci tahu dengan air mengalir, lalu lumuri tahu dengan garam.--Kocok lepas telur. Berikan garam dan ladaku secukupnya. kocok rata.--Rendam tahu dalam telur yg sudah dibumbui.--Panaskan minyak (jangan terlalu banyak, seperti goreng telur dadar saja) lalu goreng tahu yg telah di rendam telur dengan api kecil sedang.--Jika satu sisi sudah coklat, bisa balik ke sisi lainnya. setelah matang, tiriskan dan siap di hidangkan.--",0,/id/resep/4467933-tahu-goreng-telur-simple
Semur Telor Simpel,telur ayam--cabai merah--gula merah--air--garam--kecap manis--bumbu halus :--bawang merah--bawang putih--kemiri--merica--,"Ceplok telur satu persatu (telor nya mau direbus juga boleh)--Panaskan sedikit minyak, tumis bumbu halus dan cabai merah hingga harum--Beri sedikit air, masukan telor ceplok tambahkan kecap manis, garam dan gula merah--Tunggu air sedikit menyusut koreksi rasa dan sajikan--",3,/id/resep/4467783-semur-telor-simpel
Cah Buncis Telur,buncis--telur--bumbu  :--cabe merah--cabe hijau besar--bawang putih--bawang merah--bawang bombay--garam--gula pasir--bubuk kaldu--,Panaskan sedikit minyak tumis bumbu sampe layu dan harum--Masukkan kocokan telur lalu orak arik. Setelah itu masukkan buncis tambahkan sedikit air--Tambahkan bumbu2 penyedapnya. Cek rasa lalu angkat😁--,22,/id/resep/4467631-cah-buncis-telur
Orek buncis + telor,buncis--telor--baso--bahan-bahan :--bawang merah--bawang putih--cabe rawit--,"Belah buncis menjadi 2 dan potong setelahnya. Kemudian cuci bersih. Potong baso tipis2. Kocok lepas telor.--Tumis bumbu halus sampai harum kemudian masukkan buncis,baso. Pinggirkan buncis dan baso, masukkan telor orek2.setelah itu campur semua bahan tadi, tambahin air sedikit. Masak sampai matang dan sajikan--",6,/id/resep/4467528-orek-buncis-telor
Telor dadar terigu,telur--munjung terigu--aja sagu--margarin--bawang merah--bawang putih--cabe rawitcabe merah--bawang bombay--merica--penuh penyedap rasagaram--minyak wijen--air hangat--,"Cairkan terigu dan sagu dengan air hangat hingga encer--Potong bawang, cabe dkk--Campurkan semua bahan jadi 1, biarkan bawang dkk mentah(gak usah ditumis biar wangi)--Setelah itu, panaskan wajan dengan margarin hingga hilang kreces-kreces nya, lalu goreng adonan dengan api yang sedang cenderung besar biar hasil nya wangi, tapi jgn sampai gosong.--Bolak balik sesekali biar matang luar dalam, jika sudah agak keluar asap, angkat.--Telor dadar siap dinikmati, wangi bawang dan cabai mentah nya enak bgt 😍--",6,/id/resep/4467359-telor-dadar-terigu
Egg roll lembut harum,"paha ayam giling--telur--bawang putih--peres bumbu ngohiong  five spice--terigu,   sagu,   maizena--dark soy sauce soyu--saos tiram--merica--utk kulit:   telur,   air,   terigu,   sagu--kocok rata ayak spy tdk bergerindil--",Aduk rata ayam giling + telur + bumbu--Masukkan telur aduk rata sampai kalis--Masukkan tepung2 ngan sisihkan--Dadar tipis telur tata 2 sdm adonan diatas telur--Gulung seperti buat lumpiah--Bungkus plastik wrap / aluminium foil--Kukus api sedang 40 menit--,6,/id/resep/4467257-egg-roll-lembut-harum
Tahu telor malang sederhana,telor ayam--tahu putih--daun bawang muda--tauge--👉 bumbu kacang--kacang tanah yg sdh digoreng--bawang putih goreng--cabe rawit--terasi--kecap--,"Kocok telur dalam wadah. beri garam dan lada sedikit. masukan tahu putih yg sdh dihancurkan. boleh juga dipotong2 kotak biasa. tambahkan daun bawang. dadar melebar sampai matang--Ulek cabe, bawang putih, dan terasi. tambahkan kacang tanah. ulek sampe halus.sesekali ditambah air supaya agak encer. terakhir masukkan kecap. tes rasa, klo dirasa kurang kecap, tambahin lagi.--Cara penyajian : nasi diatas piring, tarus tahubtelur diatasnya. siram dengan bumbu kacang. kemudian taburi dengan tauge yg sdh direbus setengah matang. taburi sledri dan bawang goreng--",2,/id/resep/4466885-tahu-telor-malang-sederhana
Kari tahu dan telur,tahu--telur--kara--bumbu kari indofood--daun salam--sereh--jempol laja--daun jeruk--gula--garam--bumbu halus:--kemiri--bawang putih--cm kunyit--bawang merah--cabe merah besar--cabe rawit--,"Rebus telur hingga matang lalu kupas sisihkan--Goreng tahu hingga matang, sisihkan--Tumis (bumbu halus, salam, sereh, laos, daun jeruk) hingga aroma wanginya tercium. Sisihkan--Didihkan air di panci, lalu masukan tumisan yg tadi--Masukan tahu dan telur ke dalam panci--Masukkan kara dan bumbu indofood aduk hingga merata--Masukkan gula dan garam--Koreksi--Kari tahu dan telur siap disajikan 😊--",3,/id/resep/4466992-kari-tahu-dan-telur
