Title,Ingredients,Steps,Loves,URL,Main_Ingredient
Gule kambing pedas #keto,iga kambing--daging kambing dengan lemak--bumbu halus--jahe--bawang putih--bawang merah--garan--kunyit--cengkeh--pekak/kembang secang/ar anis--kapulaga--evia--lada bubuk--kemiri--cabe merah keriting--cabe rawit setan--bahan tambahan--daun jeruk--daun kunyit--serai--daun salam--air asam kandis--santan cair--santan kental--air--minyak goreng--,"Rebus daging dan iga kambing dalam 1 liter air kalo mau empuk di presto 30 menit--Setelah empuk buang airnya u menghilangkan bau prengus, rebus lagi kambing dalam 1 liter air--Sambil menunggu daging kambing mendidih, panaskan minyak secukupnya, tumis bumbu halus, tambahkan daun jeruk, daun kunyit, daun salam + sereh masukan ke dalam rebusan daging--Setelah mendidih masukan santan cair, aduk2 sampai mendidih lagi biar santan tidak pecah, setelah mendidih dan bumbu meresap masukan santan kental aduk2 jangan sampai santan pecah sampai mendidih.. icip2 rasa tambah asam kandis jika di rasa sudah cukup matikan api--Gule kambing siap di hidangkan, tambah bawang goreng + kecap manis (kalo suka) +tomat + emping 😘 atau sesuai selera--",8,/id/resep/4410626-gule-kambing-pedas-keto,kambing
Sate Kambing Maranggi,"daging kambing  agak besar karena daging mudah empuk--tusukan sate--kecap manis--nanas uk kecil atau  nanas uk sedang--bumbu dihaluskan :--bawang putih--bawang merah--ketumbar--gula merah--garam--bahan sambal kecap :--bawang merah, 2 kecil--cabe rawit,  kecil--tomat merah besar,  kotak kecil--jeruk sambal--kecap manis--","Parut nanas, kemudian peras dan saring airnya. Letakkan di piring ceper. Sisihkan.--Lumuri daging yg sudah dipotong agak besar (sekitar 2x2) dengan bumbu halus dan 2 sdm kecap, diamkan sebentar (sekitar 2 jam) dlm refrigator agar bumbu meresap.--Rangkai daging dgn menusuk daging dgn tusukannya--Letakkan telapak tangan pada air nanas, tipis2, kemudian tempelkan telapak tangan pd sate, lakukan merata pd semua sate, bolak balik. Cukup lakukan sekali agar daging tdk hilang cita rasanya.--Panaskan arang utk bakaran sate--Bakar sate setengah matang, kemudian balur dgn kecap manis yg dicampur mentega dan bakar lagi hingga matang.--Cara Membuat Sambal Kecap : Campur semua bahan, tambahkan perasan jeruk sambal.--Sajikan sate kambing dgn siraman sambal kecap.--Catatan, karena daging mudah empuk, hati2 saat membakarnya agar daging tdk lepas dr tusukannya saat membakar.--",8,/id/resep/3281589-sate-kambing-maranggi,kambing
Soto babat kambing madura,"jeroan kambing babat,usus campur--bumbu halus ;--bawang putih--bawang merah--merica--bumbu yg di iris ;--jahe--lengkuas--kunyit--daun jeruk--daun salam dan sereh sy gak pake karna lg kehabisan ok--bahan pelengkap ;--soun--toge--bawang daun dan seledri--bawang putih dan merah goreng--garam dan royco sapi--sambel uleg--jeruk nipis--","Bersihkan babat dan usus lalu rebus sampai empuk, lalu iris bumbu kemudian jahit pada benang, kemudian kupas bawang--Lalu tumis bumbu iris dan bumbu halus--Rebus air pada panci--Setelah bumbu sudah wangi lalu masukkan babat yg sudah diiris, ini trik saya agar babatnya gak bau--Kemudian masukkan bumbu dan babat pada panci yg airnya sudah mendidih lalu kasih garam dan royco sapi--Tes rasa, kemudian masukkan bawang daun seledri dan bawang goreng--Tata nasi lalu soun kemudian toge lalu kuah dan babatnya, siap dihidangkan, oya jangan lupa kasih jeruk nipis dan sambel ulek biar tambah nampoll--",6,/id/resep/4383415-soto-babat-kambing-madura,kambing
Oseng-oseng tulang kambing pedas,tulang kambing yang sudah di  kecil--bawang putih--bawang merah--cendok teh lada putih--cabe rawit atau--minyak goreng--kecap manis--garam--,"Rebus tulang yang sudah di potong kecil selama 20mnt,sambil menunggu daging di tulang lunak,kita siapkan bumbunya--Bawang merah,bawang putih,cabe di haluskan setelah bumbu halus dan daging dalam tulang lunak kita sangrai bumbu yang sudah halus supaya menambah aroma,terus masukan tulang yang sudah di rebus aduk supaya bumbu merata,terus tuangkan kecap secukupnya--Setelah masak kita sajikan di atas piring lebar lalu taburi denga lada bubuk,selamat mencoba dan selamat menikmati--",2,/id/resep/4377616-oseng-oseng-tulang-kambing-pedas,kambing
Tongseng kambing,daging kambing muda--kubis--santan kara ukuran kecil--air panas--bumbu merebus daging:--daun salam--air--bumbu halus:--bawang merah--bawang putih--cabe merah--cabe rawit--mrica--ketumbar--kemiri--jahe--kunyit--bumbu lainnya :--lengkuas--sereh--daun salam--daun jeruk--garam--kecap manis--gula--minyak goreng untuk menumis--lada bubuk--bumbu pelengkap:--bawang merah--cabe rawit--tomat--,"Jangan mencuci daging agar tidak mau, potong2 daging kambing berbentuk dadu atau ukuran sesuai selera. Daging langsung direbus menggunakan air dan daun salam hingga empuk. (Bisa juga di tambah kan bawang merah. Bawang putih. Garam sesuai selera). Buang air bekas rebusan. Lalu tiriskan daging--Cuci dan kupas semua bahan--Sangrai ketumbar. Miri. Kunyit--Haluskan bawang merah. bawang putih. Cabe merah. Cabe rawit. Jahe. Kunyit. Kemiri. Mrica dan ketumbar--Potong2 kubis seperti potongan untuk sayur sup--Potong potong bahan pelengkap (cabe dan tomat). Goreng juga bawang merah yang di iris tipis pada minyak--Panaskan minyak goreng, tumis bumbu halus, lengkuas, sereh, daun salam dan daun jeruk. Tumis hingga harum--Masukkan daging kambing, tumis hingga bumbu tercampur rata--Masukkan air panas, aduk2, biarkan air berkurang kurang lebih 1/3 bagian. Kemudian masukkan santan dan kecap. Lalu aduk hingga rata--Masukkan kubis, tomat dan potongan cabe. Rebus sambil d aduk hingga kubis agak layu--Masukkan garam dan gula (koreksi rasa)--Matikan api.--Tongseng kambing siap di hidangkan--Jangan lupa tambahkan bawang yg sudah d goreng tadi--TIPS. Agar daging kambing lebih cepat empuk baluri daging parutan nanas. Diamkan selama 5 sampai 15 menit--",2,/id/resep/4372973-tongseng-kambing,kambing
Gulai Kambing,"daging kambing,  ukurannya--air untuk merebus pertama--air untuk rebusan kedua--santan kental--minyak untuk menumis--bumbu- bumbu--bawang merah--bawang putih--kemiri--ketumbar--jinten--merica--jahe--cabe giling--serai keprek--lengkuas--kayu manis--daun salam--daun jeruk--cengkeh--kapulaga--cabe merah iris--tomat belah--bawang daun di--garam--bumbu penyedap--","Pertama cuci daging kambing hingga bersih. Lalu masukkan daging kambing ke dalam panci berisi air. Masukkan serai, jahe, daun jeruk. Lalu masak sampai mendidih. Sekitar 15 menit. Lalu buang air rebusan pertama. Rebus kembali daging dengan air baru sampai setengah matang.--Setelah itu haluskan bumbu bawang merah, putih, ketumbar, jinten, jahe, kemiri, cabai, merica.--Lalu bumbu halus ditumis dengan minyak. Masukkan lengkuas, serai, cengkeh, kayu manis, daun jeruk, dan daun salam.--Setelah daging kambing setengah masak, masukkan bumbu tumis ke dalam panci daging. Masak sampai daging matang. Setelah daging matang, masukkan santan kental secukupnya. Masukkan tomat dan Didihkan kembali sampai santan masak. Koreksi rasa apakah garam sudah cukup. Masukkan potongan bawang daun--Gulai kambing sudah siap dihidangkan dengan taburan bawang merah goreng.--Gulai kambing sudah siap dihidangkan dengan taburan bawang merah goreng.--",9,/id/resep/2375123-gulai-kambing,kambing
Oseng kambing kecap asam manis simple,"daging kambing,--bawang merah--bawang putih--kecap manis--gula merah--garam--asam kanji--air--cabe rawit--","Haluskan bawang merah,bawang putih, cabe (bila suka pedas),asam kanji.--Aduk bersama kambing dan biarkan hingga bumbu meresap--Panaskan minyak lalu masukan kambing yang sudah dibumbui,ungkep hingga stengah matang--Tuang air, kecap, garam dan gula.aduk dan terus masak hingga matang--",2,/id/resep/4352529-oseng-kambing-kecap-asam-manis-simple,kambing
Tongseng Kambing,daging kambing campur tulang--minyak untuk menumis--air--santan--daun jeruk--daun salam--serai memarkan--bumbu gulai siap pakai--kecap manis--haluskan :--ketumbar sangrai--bawang merah--bawang putih--garam--merica an--pelengkap:--daun bawang--kol--tomat--bawang merah goreng--,"Panaskan minyak, tumis bumbu halus, bumbu gulai, salam, serai, daun jeruk. Masukkan daging kambing, aduk. Beri air, masak sampai empuk. Tambah santan, kecap, masak sampai matang.--Menjelang matang masukkan kol dan tomat. Tutup wajan sebentar saja. Angkat.--",12,/id/resep/4346766-tongseng-kambing,kambing
Tongseng Kambing Enak,"daging kambing--daun salam--lengkuas--serai--kara santan, encerkan dengan 700 air--bumbu halus;--bawah merah--bawang putih--kunyit, dibakar--kemiri, sangrai--ketumbar--lada--jahe--bumbu tumis ;--bawang merah, iris--bawang putih, geprek--cabe rawit merah, iris--kecap--tomat hijau/tomat merah--garam--","Didihkan air, lalu rebus daging kambing dengan daun salam sampai empuk, tidak pakai presto +- 60 menit. Setelah empuk, angkat, potong-potong,--Rebus santan, bumbu halus, lengkuas, serai, daun salam, jangan sampai pecah santan, setelah mendidih, sisihkan.--Tumis bawang merah, putih, cabai rawit, dan daging, sampai harum--Beri garam, sedikit lada, lalu masukan kecap, masukan kuah santan, cocokan rasa.--Masak hingga kuah mengental, 3 menit sebelum diangkat masukan tomat, nikmati dengan nasi hangat dan acar bawang.--",7,/id/resep/4308246-tongseng-kambing-enak,kambing
Balado kentang dan ati kambing,ati kambing--kentang--sambal balado--cabe merah--cabe rawit--bawang merah--siuang bawang putih--tomat uk besar--daun salam--,"Kukus hati kambing terlebih dahulu, lalu d goreng--Kupas kentang potong sesuai selera bersihkan dan goreng--Blender bahan untuk sambal balado--Tumis sambal balado sampai mengeluarkan minyak masukan ati dan kentang.tambahkan garam dan gula.selesai--",0,/id/resep/4300856-balado-kentang-dan-ati-kambing,kambing
Tongseng Kambing ala Mey,"daging kambing, iris tipis--bumbu uleg :--baput--kemiri--ketumbar--cabe kriting merah--garam, gula & kecap manis--kol, iris--daun bawang, iris--minyak sayur--air--","Tumis bumbu uleg, sampai harum dan benar2 mateng--Masukkan irisan daging kambing, aduk rata, tambah air, tutup, masak sampai daging matang dan lembut--Masukkan garam, gula & kecap manis, aduk, biarkan sampai kuah menyusut & kental--Terakhir masukkan kol & daun bawang, aduk rata, masak sebentar, lalu matikan api--Sajikan--",9,/id/resep/4281226-tongseng-kambing-ala-mey,kambing
Kambing goreng simple with kecap cabe,daging kambing  dadu kayak sate--bawang putih bubuk--garamgaram disesuaikan rada asin gpp ya--merica halus--bumbu kecap:--kecap--cabe rawit--bawang goreng--,"Godok air dalam panci sampai mendidih masukan daging dan bumbu semua--Godok sampai air sat(habis)sampai daging benar2 empuk ya..masak dgn api kecil aja biar cpt empuk dan ga alot--Setelah daging empuk airnya habis masukan minyak sy td 2-3 sdm--Aduk sebentar sampai harum..--Matikan kompor--Siapakan kecap,cabe rawit iris,sedikit bawang goreng aduk rata--Masukan daging tadi kedalam kecap cabe..siap hidangkan--Rasa nya kayak sate gt hehe enak simple selamat mencoba😊--",4,/id/resep/4280007-kambing-goreng-simple-with-kecap-cabe,kambing
Nasi goreng kari kambing,daging kambing  kecil-kecil--porsi nasi--bawang merah--bawang putih--cabe rawit--wortel kecil  dadu--daun bawang--bubuk kari--merica bubuk--pucuk  pala bubuk--kecap manis--garam--minyak goreng--,"Iris tipis bawang merah putih, cabe rawit--Tumis bumbu iris, masukkan wortel, lalu daging kambing sampai daging berubah warna--Masukkan nasi, aduk rata..--Tambahkan garam, merica, lada.. Aduk rata.--Tambah kecap manis, aduk rata.--Koreksi rata--Terakhir masukkan irisan daun bawang aduk rata..sampai daun agak layu--Siap di hidangkan!!--",1,/id/resep/4224045-nasi-goreng-kari-kambing,kambing
Sop kambing,daging kambing--wortel uk sedang--daun bawang--daun seledri--tomat--bumbu :--bawang putih--bawang merah--pala--kayu manis--kapulaga putih--lada bubuk--kaldu sapi bubuk--garam--pelengkap :--bawang goreng--jeruk nipis--sambal--,"Masukan daging kambing tanpa dicuci kedalam air yg sdh mendidih. Rebus sampai keluar buih--Angkat dan ganti air nya dgn air yang baru. Lanjutkan merebus hingga daging lunak.lalu angkat daging dan potong2 sesuai selera.lalu masukan lagi kedalam panci--Sambil menunggu daging lunak, tumis duo bawang hingga harum--Masukan tumisan bawang kedalam panci. Tambahkan biji pala, kapulaga, kayu manis, lada bubuk. Lalu beri kaldu bubuk dan garam--Masukan juga wortel, jika wortel sdh empuk,,,,masukan daun bawang seledri dan tomat--Koreksi rasa--Untuk sambalnya,,,,rebus cabai rawit lalu uleg.--Hidangkan sop kambing bersama pelengkap bawang goreng, perasan jeruk nipis dan sambal--Selamat mencoba 😊😊--",7,/id/resep/4269099-sop-kambing,kambing
Sup Kambing Akar Teratai,"akar teratai, iris--rebus sampai empuk, buang airnya :--daging kambing,--. l air--garam--telapak jahe, iris tipis--kuah sup :--. l air--cengkeh--garlic, geprek--bunga lawang--cardamom/kapulaga hijau--jempol jahe, iris--kayu manis--pala, geprek--jinten--.  garam--kaldu bubuk--merica bubuk--pelengkap :--seledri, iris--lemon, iris--","Masak semua bahan kuah hingga mendidih, tambahkan daging, masak hingga empuk, baru masukkan akar lotus, hingga matang.--Matikan api, masukkan seledri. hidangkan dengan perasan jeruk lemon. segaar.--Sup Kambing bumbu rempah & akar lotus siap di santap.--",5,/id/resep/4251239-sup-kambing-akar-teratai,kambing
Steak Daging Kambing Crispy ala-ala,"daging kambing--merica bubuk--bubuk bawang putih--tepung serbaguna--tepung tapioka--putih telur--untuk saus lada hitam :--margarine--bawang bombay--tepung terigu--air matang--lada hitam--penyedap rasa--kecap manis--saus tiram--saus tomat--gula pasir--bahan pelengkap:--jagung rebus, buncis rebus, wortel rebus--brokoli rebus, kentang goreng--","Cuci bersih daging, rebus sampai empuk, masukkan 1 sdt garam. Setelah matang, tiriskan--Celupkan daging ke dlm putih telur yg sdh dicampur merica bubuk & bawang putih bubuk, celupkan ke tepung, lalu celupkan lagi ke dlm putih telur. Terakhir celupkan lagi ke tepung sambik di cubit2 supaya tepung crispy saat digoreng. Goreng ke minyak panas, tunggu hingga kecoklatan. Tiriskan.--Untuk sausnya: Panaskan margarin, masak bawang bombay hingga wangi. Masukkan tepung terigu aduk rata, masukkan air matang, lada hitam, saus tiram, saus tomat, kecap manis, penyedap rasa, gula secukupnya, aduk-aduk, angkat.--Steak daging kambing crispy siap disajikan dengan bahan pelengkap. 👌--",3,/id/resep/4230823-steak-daging-kambing-crispy-ala-ala,kambing
Bacem Kambing Goreng,"l air--kambing, bagian iga atau paha sama enaknya--#blender :--bonggol garlic--bombay besar--/ketumbar bubuk--daging asam--#bumbu :--kecap asin--daun salam--penuh gula pasir--bongkah gula jawa--penuh garam--merica bubuk--kaldu bubuk--","Campur semua bahan blenderan & bumbu. masak hingga daging empuk dan kuah mengental. bila daging blm empuk tambahkan saja airnya.--Bacem kambing setelah empuk & matang. ditahap ini sdh bs dikonsumsi. kalau mau digoreng, dinginkan dl. makin di inep, makin meresap.--Goreng kambing hingga kecoklatan.--Angkat, sajikan.--NOTE : Saya sebelumnya merebus daging dengan irisan jahe plus garam, hingga buih & kotoran keluar, dan daging tdk terlalu bau. kurleb 20 menit sejak air mendidih. banyakin aja jahenya, gpp kok. nanti angkat dagingnya, buang kuah jahenya, ganti dengan air & bumbu halus tadi.--",2,/id/resep/4226692-bacem-kambing-goreng,kambing
Nasi goreng kari kambing,"porsi nasi putih, dinginkan--daging kambing,  kecil-kecil--wortel ukuran kecil,  dadu--bawang merah--bawang putih--cabai rawit--bubuk kari--merica bubuk--pala bubuk--garam--kecap manis--bubuk penyedap--minyak goreng--","Iris bawang merah putih dan cabai--Panaskan minyak goreng, tumis bumbu iris, masukkan daging kambing dan wortel, tumis sampai daging berubah warna--Masukkan nasi putih, aduk rata--Masukkan bubuk kari, lada, pala garam, penyedap rasa.--Tambahkan kecap manis, aduk rata--Masukkan bawang daun, aduk rata.--Siap hidangkan!!!--",3,/id/resep/4224861-nasi-goreng-kari-kambing,kambing
Sop kambing,daging kambing--sop sop an--air--bawang merah--bawang putih--bawang bombai--tomat ukuran besar--jahe keprek--lada bubuk--kayu manis--pala--cengkeh--garam--,"Ambil panci.rebus daging dengan api lilin sampai empuk.tutup pancinya biar cepet empuk atau pakai presto--Siangi kentang,wortel, buncis, kol,potong sesuai slera--Jika sudah mendapatkan keempukan yg dimau.masukkan wortel.tutup panci,tunggu sesaat kemudian masukkan kentang, tutup kembali tunggu sesaat,masukkan buncis.selagi menunggi sayur empuk.iris bawang merah, bombai,dan putih.tumis hingga harum.cemplungkan ke sayur.--Masukkan jahe keprek,biji pala,kayu manis,cengkeh,lada,garam,aduk.koreksi rasa--Tumis sebentar tomat,masukkan ke sayur.setelah semua matang.terakhir masukkan kol,daun bawang, seledri.tunggu sesaat kemudian matikan kompor.siap dinikmati--",5,/id/resep/4210499-sop-kambing,kambing
Tongseng Kambing,"paha kambing , - daging sebesar  x--kubis, rajang kasar--tomat merah,  dadu--daun bawang rajang halus--air untuk merebus daging--bumbu dihaluskan:--bawang putih--bawang merah--cabai merah keriting--merica an--kemiri disangrai--ketumbar an, sangrai--jinten--pala--kunyit segar--minyak untuk menumis--bumbu lainnya:--daun jeruk purut, sobek kasar--daun salam--serai, ambil bagian putihnya saja dan memarkan--lengkuas, belah dua memanjang dan memarkan--jahe, kupas dan memarkan--kayu manis, masing-masing sepanjang--kapulaga--kembang lawang/pekak--cengkeh--keping fuli  optional )--garam, tambahkan jika kurang asin--gula jawa disisir halus--kecap manis--santan kental inan--","Siapkan daging kambing (bisa menggunakan daging sapi atau ayam). Ketika daging masih dalam bongkahan besar seperti gambar diatas, maka cuci permukaannya dengan air bersih. Daging jangan direndam dalam air. Tiriskan. Potong-potong daging sesuai selera. Jika anda menggunakan bagian paha maka potong-potong juga tulang paha menjadi ukuran lebih kecil. Daging jangan dicuci lagi. Sisihkan.--Siapkan wajan, beri sekitar 3 sendok makan minyak. Panaskan minyak hingga benar-benar panas. Tumis bumbu halus hingga harum, masukkan semua bumbu lainnya kecuali garam, gula dan santan kental. Aduk dan tumis dengan api sedang hingga bumbu menjadi berubah tua warnanya, berbau harum dan rempah tampak layu.--Tips. Untuk mencegah tumisan bumbu hangus sementara bumbu belum matang maka tambahkan porsi minyak untuk menumis atau jika anda menghindari penggunaan minyak maka gunakan wajan anti lengket agar bumbu matang dengan baik namun tidak membuatnya menjadi cepat gosong.--Masukkan potongan daging kambing, aduk dan masak hingga daging berubah warna menjadi tidak pucat lagi dan kuah dari daging menyusut. Tambahkan 1/2 porsi air di resep dan masak hingga daging empuk. Jika air habis tapi daging belum empuk maka masukkan setengah porsi air sisanya. Masak hingga daging benar-benar empuk. Jangan memasukkan air sekaligus banyak karena akan membuat daging susah empuk, jadi tambahkan air sedikit demi sedikit secara bertahap dan rebus dengan api kecil agar daging tetap gur--Jika daging telah empuk masukkan gula, garam dan tambahkan air hingga kira-kira kuah tongseng menjadi sebanyak 2 liter. Masak hingga kuah mendidih, cicipi rasanya dan seusaikan gula dan garam.--Masukkan irisan daun bawang dan santan, kemudian masak dengan api kecil sambil sesekali diaduk hingga kuah mendidih dan santan matang, tandanya wangi santan mulai tercium dan warna masakan tidak pucat. Masukkan kecap manis, aduk rata.--Masukkan kubis, masak hingga kubis setengah matang (biasanya kubis di tongseng masih terasa sedikit cruncy jadi jangan masak hingga lunak). Tambahkan potongan tomat, masak selama beberapa detik hingga tomat sedikit layu. Matikan api dan sajikan tongseng dengan nasi putih hangat dan sambal cabai rawit. Super yummy!--Tips. Agar sayuran di tongseng tidak hancur dan layu jika dipanaskan berulangkali terutama jika anda membuatnya dalam porsi besar, maka ambil secukupnya tongseng untuk sekali santap dan campurkan dengan sayuran. Sisa tongseng tanpa sayuran bisa anda simpan untuk disantap di lain kesempatan.--Sajikan dengan sambal, bawang goreng--",12,/id/resep/4067557-tongseng-kambing,kambing
