Title,Ingredients,Steps,Loves,URL
Udang saos padang,udang--jahe memarkan--lengkuas memarkan--saos sambal--saos tiram--tomat--air--minyak--garam--gula--bumbu halus--bawang putih--bawang merah--cabai merah besar--cabai--merica--,"Haluskan bumbu, tumis di atas wajan dengan minyak secukupnya--Masukkan udang, tomat, dan air--Beri gula, garam, saos tiram dan sambal, aduk rata, kemudian tes rasanya--",1,/id/resep/4473523-udang-saos-padang
Udang Goreng Mentega,udang--bawang bombai--bawang putih--bawang merah--mentega--saus tiram--saus pedas--saus tomat--garam--,"Bersihkan udang--Iris bawang merah, bawang putih dan bawang bombai menjadi bagian yang kecil dan tipis.--Siapkan wajan / teflon, nyalakan api kecil, kemudian masukan mentega hingga leleh dan panas.--Tumis bawang merah dan bawang putih sebentar saja sekitar 1 menit. Lalu masukan bawang bombai. Tumis lagi hingga harum.--Masukkan udang, garam, saus tiram, saus pedas dan saus tomat. Aduk hingga rata--Jika sudah matang, angkat dan sajikan :)--",5,/id/resep/4473297-udang-goreng-mentega
Udang goreng mentega,udang--cabe hijau--bawang merah--mentega--garam--penyedap rasa--gula--perasan jeruk nipis--,"Bersihkan udang dari kulit dan kotoran.--Potong cabe dan bawang sesuai selera.--Campurkan cabe dan bawang dan perasan jeruk nipis kedalam udang lalu beri garam gula dan penyedap rasa, aduk sampai terserap--Panaskan wajan lalu masukan mentega dan sedikit minyak. Setelah panas masukan udang yang sudah dicampur dengan bawang dan cabe tadi--Aduk sebentar lalu kecilkan api dan tutup wajan sampai air yang ada didalam wajan surut.--Setelah air mulai sedikit dan udang sudah merah dan lunak angkat lalu tiriskan.--",1,/id/resep/4472707-udang-goreng-mentega
Udang pete balado,"udang ukuran sedang, kupas, buang kepala dan kulitnya--papan petai, buka, bersihkan dr kulitnya,  mjd--bawang merah--bawang putih--kemiri--cabe merah keriting--garam g--gula pasir--lengkuas, bersihkam, geprek--daun salam--minyak goreng--jeruk nipis, belah , peras ambil airnya--","Tuang perasan air jeruk nipis ke dalam udang yg sudah dibersihkan. Beri sedikir garam, Aduk2.diamkan sekitar 10menit. Sisihkan.--Tuang minyak sayur, goreng udang dengan api sedang, aduk2 sebentar sampai udang berubah warna kemerahan dan matang, tiriskan. Angkat.--Haluskan bawang putih, bawang merah, kemiri, cabe rawit merah. Sisihkan--Tumis bumbu halus, daun salam dan lengkuas dengan api kecil agar matng dan tidak cepat gosong.--Jika sudah tercium bau harum lalu masukan potongan2 petai yg sudah bersih, aduk2 sebentar, koreksi rasa, tambahkan garam dan gula secukupnya. Aduk kembali hingga rata--Masukan udang yg telah digoreng, aduk rata, angkat. Sajikan.--",7,/id/resep/4472637-udang-pete-balado
Bakso udang debm,udang--tepung keto--putih telur--minyak wijen--bawang putih--garam--cube es batu--air es--,Campurkan smua bahan kecuali air es dalam food procesor.proses sampai bener2 halus--Panaskan air dalam panci.bulat2 kan adonan menggunakan sendok lalu rebus sampai matang.--Angkat dan rendam dalam air es untuk menghentikan proses pematangan.biar kenyel ga lembek--Selamat mencoba--,7,/id/resep/4472434-bakso-udang-debm
Oseng Udang Pedas 🍤🌶️,udang ukuran sedang--bawang merah--bawang putih--tomat segar ukuran sedang--cabe rawit iris--lada bubuk--royco bubuk--gula garam--,"Udang buang kepala cuci bersih tiriskan (kalau mau di kupas bersih monggo) rajang bawang, tomat dan cabe.--Panaskan wajan tuang 3sdm minyak goreng tumis bumbu rajang hingga harum masukan sedikit air hingga mendidih tuang udang.--Masukan rajangan tomat dan cabe taburi gula, garam, lada tes rasa matikan.--Selamat Mencoba.--",5,/id/resep/4307497-oseng-udang-pedas-%F0%9F%8D%A4%F0%9F%8C%B6%EF%B8%8F
Udang Goreng Tepung,udang kupas--tepung terigu--tepung kanji--merica bubuk--bahan perendam:--telur--merica--bawang putih--saos tiram--garam--,"Haluskan bawang, merica dan garam.--Kocok telur, campur dengan bumbu yang sudah dihaluskan ditambah saos tiram.--Masukkan udang ke kocokan telur.--Campur tepung terigu, kanji dan merica bubuk.--Ambil udang dan masukkan ke campuran tepung. Lalu celup lagi ke kocokan telur, ualngi masukkan ke tepung sambil ditekan telan dan dicubit-cubit.--Goreng udang di minyak yang sudah panas. Api sedang. Goreng hingga udang tercelup minyak semua. Biar irit minyak, saya memakai panci kecil. Jadinudang bisa tercelup minyak semua.--Sajikan..biasanya untuk mengoreksi rasa, saya goreng udangnya ato tepungnya sedikit dulu, bila kurang asin bisa ditambah garam di kocokan telur.--",6,/id/resep/4471439-udang-goreng-tepung
Udang goreng tepung,udang besar--sasa tepung bumbu yg oriental--minyak untu menggoreng--saos sambal--penyedap rasa--adonan basah;--tepung bumbu--air es--adonan kering;--tepung bumbu--penyedap rasa--,"Cuci bersih udang buang kepala&kulitnya sisakn ekornya,,belah bagian perutnya lalu bersihkn benang yg terdapat di dlmnya😉--Masukan udang ke dlm adonan basah lalu balur ke adonan kering masukan lg ke adonan basah n balur ke adonan kering lg,lakukan sampai habis.--Panaskan minyak agak banyak ya agar terendam,api kecil saja biar matang merata.--Udang goreng tepung siap di sajikan.--",1,/id/resep/4472351-udang-goreng-tepung
Udang asam manis,udang jerbung--bawang putih--saos tomat--saos cabai--tepung maizena larutkan dg air--margarin--gula garam dan penyedap--minyak goreng--saori--daun salam--daun jeruk--jahe--jeruk nipis--,"Cuci udang sampai bersih buang bagian kepala udangnya,. Belah punggung udang (biar bisa mekar pas di tumis) lalu kasih air jeruk nipis diamkan 10 menit lalu bilas dgn air bersih--Cincang bawang putih,geprek jahe panaskan margarin campur sedikit minyak goreng lalu tumis bawang putih dan jahe sampai harum setelah harum masukan daun salam dan daun jeruk di barengi udang,..aduk sampai udang berubah warna kasih sedikit air--Masukan garam penyedap Saori dan saos tomat dan saos cabe gula diamkan sampai air hampir hbis setelah hbis larutkan 1 sendok tepung maizena lalu siramkan ke tumisan udang--Test rasa KL sekiranya udh cukup rasanya udang asem manis siap di sajikan beserta nasi hangat--",2,/id/resep/4472415-udang-asam-manis
Udang Saus Telor Asin,"udang, kupas & sisakan ekornya--air jeruk nipis--garam--merica--tepung maizena--kuning telur asin, haluskan--air panas--kaldu bubuk, bisa diskip bila dirasa asinnya pas--bawang putih, cincang halus--gula--daun bawang iris halus--minyak goreng--margarin--","Lumuri udang dengan air jeruk nipis, garam dan merica bubuk. Diamkan sekitar 15 menit. Taburkan maizena dan balut sampai rata. Goreng udang dengan minyak yang banyak hingga matang dan tepung kering. Angkat. Sisihkan.--Larutkan kaldu bubuk dalam air panas. Sisihkan.--Panaskan margarin, tumis bawang putih hingga harum. Masukkan kuning telur asin, aduk rata.--Masukkan air kaldu dan gula pasir. Masak hingga mendidih. Masukkan daun bawang. Aduk rata sebentar. Masukkan udang goreng. Aduk cepat sampai udang terbalut rata. Matikan api. Angkat. Sajikan panas--",1,/id/resep/4469593-udang-saus-telor-asin
Udang sawi saori saus tiram😆😆,udang--bumbu dasar tentunya udh pda tau--bawang merah/putih--cabe merah rawit--tomat salam sereh--semua bumbu  diris--,"Semua bumbu di iris,lalu tumis ampe harum--Masukan udang ke wajan tumisan bumbu sampe matang harum jgn lupa bubuhi kecap saus tiram biar mantap--",5,/id/resep/4471775-udang-sawi-saori-saus-tiram%F0%9F%98%86%F0%9F%98%86
"Tumis kacang panjang,udang,tahu",kacang panjang--kotak tahu--udang--bumbu halus :--cabai merah besar--cabai merah kecil--bawang merah--bawang putih--kemiri--buat tomat--saori saus teriyaki--garam--gula--penyedap rasa--,"Cuci bersih udang, buang kepala.--Potong tahu kotak2 kecil, lalu goreng setengah matang.--Rebus kacang setengah matang.--Panaskan minyak, tumis bumbu yang sudah dihaluskan hingga harum, tambahkan sedikit air.--Kemudian beri garam,gula,penyedap.saus teriyaki.Test rasa.--Masukkan kacang, aduk rata. Kemudian masukkan tahu,terakhir masukkan udang. Aduk2 sampai rata.--Biarkan sampai air menyusut dan bumbu meresap.--Tumis kacang,udang,tahu siap dihidangkan.--",5,/id/resep/4471581-tumis-kacang-panjangudangtahu
Udang Goreng Saus Telur Asin,udang kupas--telur asin--tepung bumbu--jeruk nipis--bawang putih--daun bawang--cabai rawit--cabai besar--kaldu bubuk--mentega--air--,"Cuci udang dengan air bersih lalu campurkan udang dengan 2 bh jeruk nipis lalu bilas dengan air lagi agar bau amisnya hilang--Goreng udang dengan baluran tepung bumbu hingga matang dan renyah lalu angkat dan tiriskan--Kupas 1 butir telur asin hancurkan, lalu tambahkan 1 butir telur asin lagi tetapi hanya kuningnya saja--Geprek lalu cincang 2 bh bawang putih, potong cabai miring ataupun sesuai selera, potong juga daun bawang--Panaskan mentega lalu tambahkan bawang putih, cabai rawit, cabai besar lalu tumis sampai wangi lalu tambahkan daun bawang--Tambahkan air secukupnya aduk lalu tambahkan juga telur asin yang sudah dihaluskan dan kaldu bubuk secukupnya (bisa juga ditambahkan sedikit gula jika mau tapi saya tidak pakai) tunggu sampai air meletup yang artinya matang--Masukkan udang yang sudah digoreng aduk sampai saus merata--Udang siap disajikan😊--",6,/id/resep/4471455-udang-goreng-saus-telur-asin
Udang Sambal Petai (Sangat Sederhana),udang--petai  keris--minyak  untuk menumis--gula garam--bumbu halus--cabe keriting--bawang putih--bawang merah--tomat--blok terasi goreng abc--air--,"Cuci semua bahan dan bumbu.--Blender bumbu dengan setengah gelas air.--Panaskan minyak dalam wajan.--Goreng udang yang sudah dibersihkan.--Masukkan petai. Masak sampe setengah matang.--Masukkan bumbu yang sudah dihaluskan dengan blender.--Beri gula garam dan saos tiram.--Koreksi rasa, hidangkan dengan nasi panas.--",7,/id/resep/4468455-udang-sambal-petai-sangat-sederhana
Udang Saus Asam Manis 🍤,udang uk besar--bawang putih geprek cincang--bawang bombay iris halus--daun bawang iris--saus tomat merk delmonte--saus tiram--lada bubuk--garam dan gula pasir--air--,"Bersihkan Udang, cuci bersih lalu buang kepala dan cangkang badannya. Setelah itu, belah bagian punggungnya buang kotorannya. Beri garam dan jeruk nipis. Lalu goreng udang di minyak panas sebentar saja, hingga berubah warna kemerahan. Angkat dan tiriskan.--Siapkan wajan, panaskan minyak. Tumis bawang putih cincang dan irisan bawang bombay hingga layu dan harum. Setelah itu masukkan saus tomat, saus tiram, lada bubuk, garam dan gula pasir aduk rata. Tuangkan air secukupnya aduk2.. lalu koreksi rasa.--Bila rasa sudah pas, masukkan udang yg sdh digoreng tadi, aduk rata. Biarkan hingga bumbu meresap. Terakhir masukkan irisan daun bawang aduk rata. Masak sebentar saja,--Angkat dan siap disajikan 👍 enakk beut😊--",57,/id/resep/4469316-udang-saus-asam-manis-%F0%9F%8D%A4
Daun Singkong Pepes Udang Tahu #praktis,"★ bumbu halus--bawang merah--bawang putih--cabe merah--cabe rawit--jahe--kencur--laos--gula, garam, lada--★ bahan isi--daun singkong, rebus--kotak tahu putih, lumat--udang kecil2--teri nasi--telor--serai, iris2--daun jeruk, iris2--garam dan kaldu bubuk--daun pisang--","Panaskan wajan, tumis sebentar udang dan teri hingga baunya keluar. Sisihkan.--Daun singkong yg sudah direbus, peras hingga tidak ada air dan potong2 agar mudah memakannya.--Panaskan daun pisang diatas api kompor hingga layu sehingga gampang untuk membungkus dan tidak robek.--Campur semua bahan jadi satu dan aduk rata. Jangan didiamkan trlalu lama karna bila telor sudah dimasukkan dan didiamkan terlalu lama akan berair--Sebelum membungkus, panaskan kukusan yg telah diberi air. Lalu Ambil daun pisang dan isi dengan adonan yg telah di aduk jadi satu. Besar kecilnya ukuran pepes tergantung selera. Lalu kukus kurleb 10-30 menit (tergantung ukuran tiap bungkus) atau sampai matang--Setelah dikukus, bakar diatas api kompor dan pepes siap disajikan.--",6,/id/resep/4469454-daun-singkong-pepes-udang-tahu-praktis
Udang Saus Tiram,udang--wortel--bumbu saus :--tomat--cabai merah besar--cabai rawit diiris--bawang putih dicincang--bawah merah diiris--saus cabai--saori saus tiram--daun bawang--garam--tepung meizena--margarin untuk menumis--air--,"Bersihkan udang dan pisahkan dari cangkangnya--Siapkan penggorengan lalu tumis bawang merah,bawang putih,cabai rawit,cabai merah,tomat dengan margarin sampai harum--Masukan wortel dan udang,beri setengah gelas air dan masak hingga udang berubah warna--Beri saus cabai dan saus tiram lalu tuangkan tepung meizena yg sudah di larutkan.--Setelah matang taburi daun bawang dan koreksi rasa.--",0,/id/resep/4468411-udang-saus-tiram
Sambal jeki udang,jeki alias jengkol--udang--bwgmerh--bwg putih--cabe merh--tomat merah yg besar--minyk goreng--garam--gula--,"Rendam jengkol semalaman--Lalu cuci bersh,potong2,goreng tutup.--Udang kupas bersh lalu cuci bersh,lalu kash garam sdkit nperasin jeruk npis lalu goreng--Lalu tumis semua bumbu n cabe hingga mtng lalu masukan jeki n udang lalu tes rasa,--Angkat sajikan.--",6,/id/resep/4468693-sambal-jeki-udang
Udang goreng tepung sederhana,udang segar--tepung bumbu sasa--bubuk lada--garam--,"Cuci udang yang sudah di siangkan--Lumuri udang dengan tepung siap pakai, kemudian beri lada dan garam, diamkan selama 10 menit--Panaskan minyak lalu masukkan udangnya, dan goreng hingga kecoklatan. lalu siap di hidangkan di piring saji.--",7,/id/resep/4468456-udang-goreng-tepung-sederhana
Siomay Ayam Udang,"ayam, blender--udang cincang kasar--telur--bawang putih, blender bersama ayam--wortel parut, sisihkan  u/taburan--daun bawang--saus tiram--minyak wijen--garam--merica--kulit siomay--",Campur semua bahan aduk rata.--Oles minyak kulit siomay sblm diisi.--Beri taburan wortel lalu kukus (kukusan yg telah dipanaskan sebelumnya) 15 menit api sedang.--,6,/id/resep/4468094-siomay-ayam-udang
Sambel Goreng Udang Tahu,udang windu lepaskan dari cangkangnya dan cuci bersih--tahu  dadu goreng setengah matang--bombay--bawang putih--bawang merah--buat tomat--cabai rawit--saus tiram--saus tomat--lada bubuk--gula--garam--kecap manis--santan kara--,"Haluskan bawang merah, bawang putih, cabai rawit tumis hingga harum. Masukkan udaang yang sudah bersih. Tumis hingga udang berwarna merah.--Masukkan air sedikit, tunggu hingga mendidih lalu masukkan tomat dan tahu yang sudah di goreng.--Tambahkan gula, lada, garam, says tiram, saus tomat dan kecap. Tumis aduk aduk hingga rata.--Masukkan santan dan--Diamkan sampai 10 menit dan siap disajikan--",6,/id/resep/4468011-sambel-goreng-udang-tahu
Tumis Udang tempe kacang panjang,"tempe,  kecil2--ekor udang, buang kulit dan kepala lalu cuci bersih--kacang panjang, 2--bawang putih, iris--bawang bombay, iris--bawang pring,--cabe rawit, iris--saus tiram--kecap manis--saos tomat--garam dan gula--minyak untuk menggoreng--","Panaskan minyak di atas wajan--Goreng tempe, angkat--Masukkan bawang putih dan bawang bombay. Tumis hingga harum--Masukkan cabe rawit dan daun bawang--Masukkan udang, aduk hingga berubah warna. Lalu masukkan tempe yg sudah digoreng--Tambahkan saus tiram, saus tomat, kecap manis, sefikit garam dan gula. Aduk sebentar hingga bumbu merata. Tes rasa...--Angkat dan sajikan dg nasi hangat. Mantaaappp--",0,/id/resep/4466731-tumis-udang-tempe-kacang-panjang
Udang Lombok Merah,"udang, buang bagian kepalanya--cabe merah besar--bawang putih--garam--minyak untuk menumis--air--","Bersihkan udang, buang bagian kepalanya saja.--Haluskan:cabe merah besar, bawang putih dan garam--Tumis bumbu yang sudah dihaluskan. Tambahkan sedikit air.--Masukkan udang hingga matang.--Sajikan bersama nasi hangat.--",5,/id/resep/4443394-udang-lombok-merah
Tumis Labu Udang,labu siam--udang kupas--daun salam--royco/garam gula pasir--saos tiram--merica--air--bumbu isi:--baw.merah--baw.putih--cabe merah--tomat boleh pake boleh engga--,"Tumis bumbu iris sampai harum--Masukkan udang kupas, masak sampai udang berubah warna--Masukkan labu siam yg sudah diparut/diiris halus, tambah sedikit air--Beri merica, royco dan saos tiram lalu masak sebentar lalu angkat, siap sajikan--",9,/id/resep/4467375-tumis-labu-udang
Martabak telur udang,telur ayam--ekor udang--kulit lumpia--wortel--kol--daun bawang--bumbu halus:--bawang merah--bawang putih--merica--garam--royco--,Tumis bumbu halus hingga harum kemudian masukkan udang tumis hingga berubah warna--Masukkan daun bawang dan sayuran tumis hingga setengah matang--Jika sudah masukkan telur kemudian aduk kira kira selama 5 menit kemudian masukkan garam dan royco aduk rata dan icip rasa jika sudah angkat dan biarkan dingin--Jika sudah dingin tumisan dibungkus dengan kulit lumpia dan bisa direkatkan dengan putih telur agar tidak lepas saat digoreng--Goreng hingga kecoklatan dan siap disajikan--,1,/id/resep/4466927-martabak-telur-udang
Tumis udang sayur,ekor udang besar--tempe--jagung muda--sawi--bakso--jamur hitam--selada--gula garam lada--minyak wijen--kecap manis--bawang merah--bawang putih--cabai rawit--,"Goreng terlebih dahulu tempe yg sudah di potong-potong dadu tadi sampai kering.--Tumis bawang putih, bawang merah sampai harum. Kemudian masukkan udang yg sudah di bersihkan kulitnya. Tumis sampai udang berubah warna menjadi merah.--Masukkan bakso, jagung muda, jamur, tempe. Tambahkan air secukupnya. Tambah gula garam lada. Koreksi rasa.--Tambahkan kecap dan minyak wijen.--Jika di rasa sudah mulai matang, masukkan sawi dan cabai rawit, aduk rata.--Siap di hidangkaaan.--",2,/id/resep/4467018-tumis-udang-sayur
Asam manis Udang tahu,udang--tahu cina--bawang bombay besar--baput--cabe kriting--tomat besar--saus tiram--saus sambal--gula sckupnya--garam scukupnya--air--,"Bersihkan udang,--Potong dadu tahu dan goreng hingga kekuningan--Iris2 bumbu diatas tadi--Tumis baput dan babom hingga harum,masukan cabe, tomat, saus tiram,saus sambal,air,gula,garam--Jika sudah pas rasanya,masukkan udang dan tahu tadi--Tunggu hingga air surut atau sesuai selera 😊--",7,/id/resep/4466320-asam-manis-udang-tahu
Cah buncis udang cumi _ menudiet DEBM,buncis--ekor udang--ekor cumi--kecap ikan--bawang putih cincang--jahe cincang--minyak wijen--lada--air se cukup nya--,"Bersihkan buncis potong2. Bersih kan udang dan cumi potong2.--Tumis bawang putih dan jahe hingga harum (bisa pakai minyak goreng biasa atau di campur minyak wijen). Masukkan udang dan cumi aduk2 hingga berubah warna tambahkan sedikit air, masukan kecap ikan dan lada. Setelah mendidih masukan buncis aduk hingga layu angkat dan sajikan dengan taburan bon cabe.--",5,/id/resep/4466199-cah-buncis-udang-cumi-_-menudiet-debm
Tahu ayam udang,tahu cina putih--udang dikupas--dada ayam tanpa tulang--daun bawang--tepung sagu/tapioka--garam--lada--penyedap--bawang merah--bawang putih--,"Potong tahu--Siapkan udang dan ayam--Haluskan / blender ayam dan udang, bawang merah, bawang putih, setelah halus tambahkan garam, lada penyedap dan irisan daun bawang--Tambahkan tepung sagu/tapioka serta sedikit air es--Bentuk dengan tahu sesuai selera--Kemudian dikukus sampai matang--Setelah matang, bisa langsung dinikmati atau digoreng--",5,/id/resep/4466174-tahu-ayam-udang
Udang Tumis Cabe Ijo,bahan:--udang pacet--cabe ijo besar--bawang merah--bawang putih--bawang bombay--cabe rawit merah--minyak wijen--kecap ikan--gula--garam--jeruk nipis/lemon--air--minyak goreng--,"Kupas kepala udang pacet (kalo saya hanya kepalanya saja yg dibuang. Kulit dibadan udang tidak dibuang). Cuci bersih, kemudian lumuri dengan sejumput sdt gula dan sejumput sdt garam. Aduk rata menggunakan tangan, kemudian beri perasan air jeruk nipis / lemon. Diamkan selama 10 menit--Sambil menunggu udang yang didiamkan 10 menit, kita siapkan bahan untuk ditumis. Iris halus cabe ijo besar, cabe rawit merah (opsional), bawang merah, bawang putih, bawang bombay.--Panaskan minyak goreng diwajan dengan api sedang. Jika sudah panas, masukkan bawang merah dan bawang putih hingga harum dan setengah layu. Masukkan cabe ijo, rawit dan bawang bombay. Tumis hingga layu dan harum. Tambahkan minyak wijen dan kecap ikan. Tambahkan sedikit air, dan masukkan udang. Aduk hingga udang matang dan kemerahan. Tambahkan gula dan garam, aduk rata dan kemudian tes rasa. Jika sudah Pas, angkat dan sajikan.--",39,/id/resep/4466126-udang-tumis-cabe-ijo
Tumis kacang panjang+udang,"kacng panjng--ekor udang buang kulit badan,sisa ujung ekor saja--bawang merah ukuran besar diiris--bawang putih diiris halus--saus tiram--minyak sayur untuk menumis bawang2 nya--garam--tauco  ny,[boleh skip kalau gak suka]--air  ny buat tumis--","Tumis bwang putih n merah dngan mnyak hingga harum,trus masuk kan udang di onseng2 hingga mateng--Setelah itu masuk kan kacng panjang yg sudah dicuci,, trus masuk kan air ny untuk menumis,--Baru masuk kan garam,tauco,saus tiram tadi,di onseng2 hingga kacang panjang matang de.n siap disajikan😊--",4,/id/resep/4465985-tumis-kacang-panjangudang
